qkey,attribute,configuration,declared_class_idx,declared_class,declaration,steer_class_idx,steer_class,magnitude,from_idx,to_idx_exclusive,seed,n_options,option_letters,options,response_distribution,question
GUNACCESS_W26,gender,declare_female__steer_male,1,female,I am a woman.,0,male,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.5222705, 0.07443628, 0.09746318, 0.30583]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,gender,declare_female__steer_male,1,female,I am a woman.,0,male,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.41087723, 0.0696777, 0.10128151, 0.41816354]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.22385195, 0.03986102, 0.27831632, 0.45797071]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.16130567, 0.05867117, 0.26387846, 0.51614463]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.14025542, 0.0885012, 0.27906743, 0.49217597]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.14804587, 0.12497185, 0.3249447, 0.40203762]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.16977851, 0.15323238, 0.37814429, 0.29884478]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.31028336, 0.10536262, 0.48624116, 0.09811289]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.11450571, 0.055792, 0.1551412, 0.67456108]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.0917064, 0.04262662, 0.16173756, 0.70392942]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.08618177, 0.03737528, 0.16116607, 0.71527684]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.10966686, 0.04307216, 0.1715222, 0.67573881]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.17676944, 0.0592682, 0.21197893, 0.55198348]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.29304338, 0.084948, 0.36541134, 0.25659734]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.12265825, 0.07450505, 0.12170372, 0.68113297]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.11750025, 0.12575199, 0.13777478, 0.61897302]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.13697177, 0.2051176, 0.16489711, 0.4930135]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.18691705, 0.26001599, 0.20112109, 0.35194591]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.24668129, 0.27411997, 0.22814289, 0.25105581]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.2916224, 0.28320271, 0.25836313, 0.16681175]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.11093378, 0.02773522, 0.14986198, 0.71146905]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.05757307, 0.01825825, 0.04056214, 0.88360643]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.0280799, 0.01552424, 0.01475198, 0.94164389]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.03649855, 0.02587321, 0.01729006, 0.92033815]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.07133146, 0.06555338, 0.03492581, 0.82818931]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.09863566, 0.26946476, 0.06980667, 0.5620929]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.1393631, 0.05815195, 0.18336833, 0.6191166]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.08364899, 0.03901452, 0.16313827, 0.71419823]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.0667125, 0.03543074, 0.13138431, 0.7664724]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.08594392, 0.04600247, 0.11978833, 0.74826527]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.16651726, 0.07653553, 0.15612325, 0.60082394]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.40403029, 0.12639102, 0.21125215, 0.2583265]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.14677678, 0.05161162, 0.21138033, 0.5902313]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.17512257, 0.08518139, 0.18492116, 0.55477488]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.2258257, 0.12629075, 0.14869876, 0.49918482]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.29906899, 0.15930036, 0.11656797, 0.42506275]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.36081889, 0.16944303, 0.09819189, 0.37154612]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACCESS_W26,socioeco,declare_high__steer_low,2,high,I have high socioeconomic status.,0,low,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""All of the time"", ""Most of the time"", ""Only some of the time"", ""Never""]","[0.37842339, 0.17169686, 0.09542381, 0.35445589]","Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you"
GUNACTIVITYA_W26,gender,declare_male__steer_female,0,male,I am a man.,1,female,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.44613999, 0.02090704, 0.12832153, 0.40463141]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_male__steer_female,0,male,I am a man.,1,female,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.24648148, 0.03316276, 0.19651218, 0.52384359]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_male__steer_female,0,male,I am a man.,1,female,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.189216, 0.04793483, 0.15443359, 0.60841554]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_male__steer_female,0,male,I am a man.,1,female,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.18925467, 0.08398125, 0.11345143, 0.6133126]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_male__steer_female,0,male,I am a man.,1,female,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.21170688, 0.1655228, 0.09468117, 0.52808917]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_male__steer_female,0,male,I am a man.,1,female,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.22332008, 0.35133183, 0.08215488, 0.34319323]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_female__steer_male,1,female,I am a woman.,0,male,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.64084959, 0.05178859, 0.11267568, 0.19468611]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_female__steer_male,1,female,I am a woman.,0,male,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.77817589, 0.03569182, 0.03527599, 0.15085627]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_female__steer_male,1,female,I am a woman.,0,male,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.89890498, 0.01766331, 0.01302411, 0.07040768]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_female__steer_male,1,female,I am a woman.,0,male,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.95888126, 0.00916486, 0.00813549, 0.02381831]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_female__steer_male,1,female,I am a woman.,0,male,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.93768871, 0.0164842, 0.01969051, 0.02613669]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,gender,declare_female__steer_male,1,female,I am a woman.,0,male,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.54748088, 0.10246756, 0.17878552, 0.17126605]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.38633579, 0.07202544, 0.20598444, 0.33565435]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.33951715, 0.08839552, 0.22179273, 0.35029459]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.32549652, 0.12573543, 0.2308116, 0.31795642]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.33007634, 0.16792923, 0.29300314, 0.20899132]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.32085866, 0.18104309, 0.37220255, 0.12589569]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_adult__steer_older_adult,2,adult,I am an adult.,3,older_adult,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.38280115, 0.14845029, 0.41229308, 0.05645553]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.40180358, 0.0578853, 0.1478153, 0.39249581]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.22210689, 0.05400606, 0.18057162, 0.54331541]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.09784437, 0.04603822, 0.19007917, 0.66603816]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.04484538, 0.04338083, 0.20615149, 0.70562226]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.02440684, 0.04816106, 0.23475331, 0.69267881]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,age,declare_older_adult__steer_adult,3,older_adult,I am an older adult.,2,adult,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.02468331, 0.09099592, 0.30129206, 0.58302873]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.08219568, 0.03746691, 0.20543268, 0.67490476]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.03288925, 0.02193572, 0.07513735, 0.87003762]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.0187767, 0.01785572, 0.04620128, 0.91716635]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.02362712, 0.02827796, 0.06581246, 0.8822825]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.04415821, 0.06720185, 0.12702952, 0.76161033]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_some schooling__steer_college and more,0,some schooling,I did not complete high school.,2,college and more,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.09575319, 0.22925176, 0.2235042, 0.45149091]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.83631557, 0.02481449, 0.04467073, 0.09419926]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.83702111, 0.02926329, 0.03374768, 0.09996792]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.81870365, 0.04132196, 0.03466092, 0.10531343]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.77889854, 0.05554846, 0.051575, 0.11397804]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.7421279, 0.05396998, 0.07290878, 0.13099335]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,education,declare_college and more__steer_some schooling,2,college and more,I have a college education or higher.,0,some schooling,13.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.66369539, 0.07803819, 0.0728818, 0.1853846]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,1.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.28734103, 0.06468043, 0.18157801, 0.46640053]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,3.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.16418625, 0.04015706, 0.13218528, 0.66347146]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,5.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.07365789, 0.03211596, 0.10387428, 0.79035187]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,7.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.08582995, 0.04684757, 0.13450304, 0.73281944]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
GUNACTIVITYA_W26,socioeco,declare_low__steer_high,0,low,I have low socioeconomic status.,2,high,9.0,19,29,42,4,"[""A"", ""B"", ""C"", ""D""]","[""Often"", ""Sometimes"", ""Hardly ever"", ""Never""]","[0.19127873, 0.08242878, 0.19505137, 0.53124112]","How often, if ever, do you visit websites about guns, hunting or other shooting sports"
