qkey,attribute,channel,class_label,magnitude,n_occupations,response_distribution
IMPROVE2_W36,socioeco,inferred,low,,5,"[0.06749516, 0.01866481, 0.24890965, 0.66493037]"
IMPROVE2_W36,socioeco,inferred,high,,5,"[0.10009445, 0.02448585, 0.29710837, 0.57831134]"
IMPROVE3_W36,socioeco,inferred,low,,5,"[0.58014538, 0.05866882, 0.18213386, 0.17905194]"
IMPROVE3_W36,socioeco,inferred,high,,5,"[0.55780895, 0.08567488, 0.24806938, 0.10844681]"
MOREWMN1F2_W36,socioeco,inferred,low,,5,"[0.20780176, 0.0577926, 0.73440565]"
MOREWMN1F2_W36,socioeco,inferred,high,,5,"[0.32661245, 0.06834078, 0.60504672]"
POLCHF1_W36,socioeco,inferred,low,,5,"[0.11831176, 0.14267209, 0.73901614]"
POLCHF1_W36,socioeco,inferred,high,,5,"[0.10773599, 0.13109974, 0.76116427]"
TRAITBIZMF2C_W36,socioeco,inferred,low,,5,"[0.32755495, 0.07638287, 0.5960622]"
TRAITBIZMF2C_W36,socioeco,inferred,high,,5,"[0.29889773, 0.10772107, 0.59338123]"
TRAITBIZMF2D_W36,socioeco,inferred,low,,5,"[0.22723146, 0.08219224, 0.69057631]"
TRAITBIZMF2D_W36,socioeco,inferred,high,,5,"[0.27606975, 0.12026204, 0.60366822]"
TRAITBIZMF2E_W36,socioeco,inferred,low,,5,"[0.14815767, 0.08606621, 0.76577613]"
TRAITBIZMF2E_W36,socioeco,inferred,high,,5,"[0.18439637, 0.12456525, 0.69103837]"
TRAITBIZMF2G_W36,socioeco,inferred,low,,5,"[0.2130945, 0.11909097, 0.66781456]"
TRAITBIZMF2G_W36,socioeco,inferred,high,,5,"[0.29208449, 0.13978131, 0.56813421]"
TRAITBIZWF2C_W36,socioeco,inferred,low,,5,"[0.15470015, 0.06658806, 0.77871178]"
TRAITBIZWF2C_W36,socioeco,inferred,high,,5,"[0.13505462, 0.0936238, 0.77132156]"
TRAITBIZWF2D_W36,socioeco,inferred,low,,5,"[0.20325815, 0.06335367, 0.73338817]"
TRAITBIZWF2D_W36,socioeco,inferred,high,,5,"[0.16985761, 0.05107136, 0.77907105]"
TRAITBIZWF2E_W36,socioeco,inferred,low,,5,"[0.11973409, 0.05699438, 0.82327151]"
TRAITBIZWF2E_W36,socioeco,inferred,high,,5,"[0.09874393, 0.05119172, 0.85006437]"
TRAITBIZWF2G_W36,socioeco,inferred,low,,5,"[0.10227764, 0.09953005, 0.79819233]"
TRAITBIZWF2G_W36,socioeco,inferred,high,,5,"[0.12073491, 0.10731483, 0.7719503]"
TRAITPOLMF1B_W36,socioeco,inferred,low,,5,"[0.29004552, 0.0595227, 0.65043176]"
TRAITPOLMF1B_W36,socioeco,inferred,high,,5,"[0.31397439, 0.07761335, 0.60841226]"
TRAITPOLMF1C_W36,socioeco,inferred,low,,5,"[0.40287011, 0.06971013, 0.52741977]"
TRAITPOLMF1C_W36,socioeco,inferred,high,,5,"[0.39438698, 0.09138099, 0.51423204]"
TRAITPOLMF1D_W36,socioeco,inferred,low,,5,"[0.2546237, 0.05412234, 0.69125396]"
TRAITPOLMF1D_W36,socioeco,inferred,high,,5,"[0.39548956, 0.08126374, 0.52324669]"
TRAITPOLMF1E_W36,socioeco,inferred,low,,5,"[0.13038086, 0.05595815, 0.81366105]"
TRAITPOLMF1E_W36,socioeco,inferred,high,,5,"[0.2501994, 0.07416309, 0.67563752]"
TRAITPOLMF1F_W36,socioeco,inferred,low,,5,"[0.37455341, 0.0813555, 0.54409107]"
TRAITPOLMF1F_W36,socioeco,inferred,high,,5,"[0.3556443, 0.10987484, 0.53448085]"
TRAITPOLMF1G_W36,socioeco,inferred,low,,5,"[0.17188797, 0.0928678, 0.73524425]"
TRAITPOLMF1G_W36,socioeco,inferred,high,,5,"[0.22549433, 0.10866144, 0.66584424]"
TRAITPOLWF1A_W36,socioeco,inferred,low,,5,"[0.16847999, 0.04620269, 0.78531735]"
TRAITPOLWF1A_W36,socioeco,inferred,high,,5,"[0.18648643, 0.0361058, 0.77740779]"
TRAITPOLWF1C_W36,socioeco,inferred,low,,5,"[0.26733334, 0.05582352, 0.67684313]"
TRAITPOLWF1C_W36,socioeco,inferred,high,,5,"[0.2282372, 0.06066144, 0.71110138]"
TRAITPOLWF1D_W36,socioeco,inferred,low,,5,"[0.17057041, 0.07145753, 0.75797207]"
TRAITPOLWF1D_W36,socioeco,inferred,high,,5,"[0.22228323, 0.04882409, 0.72889271]"
TRAITPOLWF1E_W36,socioeco,inferred,low,,5,"[0.15869564, 0.07594757, 0.7653568]"
TRAITPOLWF1E_W36,socioeco,inferred,high,,5,"[0.18884579, 0.05294785, 0.75820635]"
TRAITPOLWF1F_W36,socioeco,inferred,low,,5,"[0.11999012, 0.07583866, 0.80417124]"
TRAITPOLWF1F_W36,socioeco,inferred,high,,5,"[0.10348525, 0.06876964, 0.8277451]"
TRAITPOLWF1G_W36,socioeco,inferred,low,,5,"[0.08432011, 0.07199725, 0.84368265]"
TRAITPOLWF1G_W36,socioeco,inferred,high,,5,"[0.09806003, 0.08023391, 0.82170606]"
WHYNOTBIZF2A_W36,socioeco,inferred,low,,5,"[0.1374056, 0.08838892, 0.77420548]"
WHYNOTBIZF2A_W36,socioeco,inferred,high,,5,"[0.17606812, 0.12227084, 0.70166104]"
WHYNOTBIZF2B_W36,socioeco,inferred,low,,5,"[0.16699751, 0.09586408, 0.73713839]"
WHYNOTBIZF2B_W36,socioeco,inferred,high,,5,"[0.20761821, 0.13417554, 0.65820627]"
WHYNOTBIZF2D_W36,socioeco,inferred,low,,5,"[0.0749413, 0.1583249, 0.76673379]"
WHYNOTBIZF2D_W36,socioeco,inferred,high,,5,"[0.07501988, 0.15390675, 0.77107338]"
WHYNOTBIZF2F_W36,socioeco,inferred,low,,5,"[0.07469448, 0.13987833, 0.78542718]"
WHYNOTBIZF2F_W36,socioeco,inferred,high,,5,"[0.07881125, 0.14656263, 0.77462612]"
WHYNOTBIZF2G_W36,socioeco,inferred,low,,5,"[0.12144136, 0.06896189, 0.80959675]"
WHYNOTBIZF2G_W36,socioeco,inferred,high,,5,"[0.151578, 0.08665708, 0.76176492]"
WHYNOTBIZF2H_W36,socioeco,inferred,low,,5,"[0.13728733, 0.08817325, 0.77453945]"
WHYNOTBIZF2H_W36,socioeco,inferred,high,,5,"[0.17250636, 0.11475977, 0.71273385]"
WHYNOTBIZF2J_W36,socioeco,inferred,low,,5,"[0.23340797, 0.15935935, 0.60723266]"
WHYNOTBIZF2J_W36,socioeco,inferred,high,,5,"[0.25183838, 0.16463908, 0.58352252]"
WHYNOTBIZF2M_W36,socioeco,inferred,low,,5,"[0.19837659, 0.1286666, 0.67295682]"
WHYNOTBIZF2M_W36,socioeco,inferred,high,,5,"[0.23660711, 0.1520056, 0.61138729]"
WHYNOTBIZF2N_W36,socioeco,inferred,low,,5,"[0.09423843, 0.05722962, 0.84853195]"
WHYNOTBIZF2N_W36,socioeco,inferred,high,,5,"[0.11330682, 0.06925784, 0.81743535]"
WHYNOTBIZF2O_W36,socioeco,inferred,low,,5,"[0.0812437, 0.05859834, 0.86015794]"
WHYNOTBIZF2O_W36,socioeco,inferred,high,,5,"[0.08600572, 0.06113562, 0.85285869]"
WHYNOTPOLF1A_W36,socioeco,inferred,low,,5,"[0.07427822, 0.08129074, 0.84443102]"
WHYNOTPOLF1A_W36,socioeco,inferred,high,,5,"[0.07501886, 0.09190581, 0.83307532]"
WHYNOTPOLF1B_W36,socioeco,inferred,low,,5,"[0.27548611, 0.14018858, 0.58432534]"
WHYNOTPOLF1B_W36,socioeco,inferred,high,,5,"[0.36175164, 0.13466702, 0.50358132]"
WHYNOTPOLF1C_W36,socioeco,inferred,low,,5,"[0.44924465, 0.0799064, 0.47084896]"
WHYNOTPOLF1C_W36,socioeco,inferred,high,,5,"[0.50910108, 0.06864168, 0.42225724]"
WHYNOTPOLF1E_W36,socioeco,inferred,low,,5,"[0.17713948, 0.14550779, 0.6773527]"
WHYNOTPOLF1E_W36,socioeco,inferred,high,,5,"[0.20158901, 0.16005916, 0.63835182]"
WHYNOTPOLF1G_W36,socioeco,inferred,low,,5,"[0.25158964, 0.09628481, 0.65212557]"
WHYNOTPOLF1G_W36,socioeco,inferred,high,,5,"[0.34945898, 0.07605641, 0.57448461]"
WHYNOTPOLF1I_W36,socioeco,inferred,low,,5,"[0.16967949, 0.15162219, 0.6786983]"
WHYNOTPOLF1I_W36,socioeco,inferred,high,,5,"[0.20359517, 0.17225619, 0.62414862]"
WHYNOTPOLF1J_W36,socioeco,inferred,low,,5,"[0.17833489, 0.12192739, 0.69973772]"
WHYNOTPOLF1J_W36,socioeco,inferred,high,,5,"[0.20415007, 0.15166922, 0.6441807]"
WHYNOTPOLF1K_W36,socioeco,inferred,low,,5,"[0.05004124, 0.05761901, 0.89233973]"
WHYNOTPOLF1K_W36,socioeco,inferred,high,,5,"[0.05659221, 0.06519164, 0.87821616]"
WHYNOTPOLF1L_W36,socioeco,inferred,low,,5,"[0.0544434, 0.03492663, 0.91062993]"
WHYNOTPOLF1L_W36,socioeco,inferred,high,,5,"[0.04603494, 0.03576169, 0.91820339]"
WMNPRZ1_W36,socioeco,inferred,low,,5,"[0.12355083, 0.06912077, 0.19392285, 0.61340554]"
WMNPRZ1_W36,socioeco,inferred,high,,5,"[0.11888983, 0.10541261, 0.17960038, 0.59609717]"
AUTOLKLY_W41,socioeco,inferred,low,,5,"[0.05952625, 0.0398531, 0.63228794, 0.26833271]"
AUTOLKLY_W41,socioeco,inferred,high,,5,"[0.10866121, 0.07548912, 0.65114533, 0.16470433]"
AUTOWKPLC_W41,socioeco,inferred,low,,5,"[0.59636694, 0.09849729, 0.30513575]"
AUTOWKPLC_W41,socioeco,inferred,high,,5,"[0.64003881, 0.09788999, 0.26207119]"
ELDFINANCEF1_W41,socioeco,inferred,low,,5,"[0.90187168, 0.07574233, 0.02238596]"
ELDFINANCEF1_W41,socioeco,inferred,high,,5,"[0.86162916, 0.10515037, 0.03322045]"
ELDFINANCEF2_W41,socioeco,inferred,low,,5,"[0.8309938, 0.09723749, 0.07176873]"
ELDFINANCEF2_W41,socioeco,inferred,high,,5,"[0.73219617, 0.14744015, 0.12036366]"
ETHNCMAJMOD_W41,socioeco,inferred,low,,5,"[0.04287203, 0.03284594, 0.23651925, 0.6740822, 0.01368058]"
ETHNCMAJMOD_W41,socioeco,inferred,high,,5,"[0.03687382, 0.03133492, 0.20060172, 0.71638022, 0.01480932]"
FTRWORRYc_W41,socioeco,inferred,low,,5,"[0.56485912, 0.00502798, 0.09165546, 0.33845747]"
FTRWORRYc_W41,socioeco,inferred,high,,5,"[0.71992346, 0.00663119, 0.10125968, 0.17218566]"
FTRWORRYe_W41,socioeco,inferred,low,,5,"[0.38343514, 0.01161249, 0.11533662, 0.48961578]"
FTRWORRYe_W41,socioeco,inferred,high,,5,"[0.68247681, 0.01894132, 0.12463174, 0.17395015]"
FTRWORRYf_W41,socioeco,inferred,low,,5,"[0.70089685, 0.00567406, 0.06959467, 0.22383442]"
FTRWORRYf_W41,socioeco,inferred,high,,5,"[0.79976441, 0.00758551, 0.1080251, 0.08462498]"
FUTRCLASSb_W41,socioeco,inferred,low,,5,"[0.85718249, 0.07935332, 0.06346419]"
FUTRCLASSb_W41,socioeco,inferred,high,,5,"[0.80754317, 0.12505454, 0.06740229]"
FUTRCLASSc_W41,socioeco,inferred,low,,5,"[0.7899158, 0.08402393, 0.12606025]"
FUTRCLASSc_W41,socioeco,inferred,high,,5,"[0.79364524, 0.10911469, 0.09724007]"
FUTR_DIV_W41,socioeco,inferred,low,,5,"[0.55868068, 0.14757465, 0.29374466]"
FUTR_DIV_W41,socioeco,inferred,high,,5,"[0.54972637, 0.18949529, 0.26077837]"
GOVPRIOb_W41,socioeco,inferred,low,,5,"[0.22757825, 0.01975272, 0.36480063, 0.38786841]"
GOVPRIOb_W41,socioeco,inferred,high,,5,"[0.31943354, 0.03639891, 0.43246112, 0.21170639]"
GOVPRIOc_W41,socioeco,inferred,low,,5,"[0.40748823, 0.01916004, 0.20289083, 0.37046091]"
GOVPRIOc_W41,socioeco,inferred,high,,5,"[0.45196217, 0.03213298, 0.2681298, 0.24777503]"
GOVPRIOe_W41,socioeco,inferred,low,,5,"[0.23215589, 0.01726959, 0.32877574, 0.42179878]"
GOVPRIOe_W41,socioeco,inferred,high,,5,"[0.28546266, 0.02778695, 0.40745034, 0.27930006]"
GOVPRIOfF1_W41,socioeco,inferred,low,,5,"[0.35253498, 0.0443333, 0.23458407, 0.36854768]"
GOVPRIOfF1_W41,socioeco,inferred,high,,5,"[0.40408339, 0.07205891, 0.27573019, 0.2481275]"
GOVPRIOgF1_W41,socioeco,inferred,low,,5,"[0.06623761, 0.07292239, 0.53707491, 0.32376509]"
GOVPRIOgF1_W41,socioeco,inferred,high,,5,"[0.08387606, 0.08171055, 0.54219396, 0.29221941]"
GOVPRIOhF1_W41,socioeco,inferred,low,,5,"[0.1505182, 0.05709841, 0.27283823, 0.51954514]"
GOVPRIOhF1_W41,socioeco,inferred,high,,5,"[0.19153343, 0.06630548, 0.29241321, 0.44974785]"
GOVPRIOiF1_W41,socioeco,inferred,low,,5,"[0.36469365, 0.01858881, 0.31693079, 0.29978676]"
GOVPRIOiF1_W41,socioeco,inferred,high,,5,"[0.44418141, 0.03107374, 0.37696498, 0.14777986]"
GOVPRIOjF1_W41,socioeco,inferred,low,,5,"[0.17711761, 0.04312415, 0.39499573, 0.38476247]"
GOVPRIOjF1_W41,socioeco,inferred,high,,5,"[0.27372579, 0.06329974, 0.39404291, 0.26893157]"
GOVPRIOkF2_W41,socioeco,inferred,low,,5,"[0.16464954, 0.04317679, 0.34497089, 0.4472028]"
GOVPRIOkF2_W41,socioeco,inferred,high,,5,"[0.21522521, 0.0409321, 0.31736731, 0.42647536]"
GOVPRIOlF2_W41,socioeco,inferred,low,,5,"[0.07647732, 0.07428595, 0.41583415, 0.43340257]"
GOVPRIOlF2_W41,socioeco,inferred,high,,5,"[0.08411209, 0.08273675, 0.43752812, 0.39562311]"
GOVPRIOmF2_W41,socioeco,inferred,low,,5,"[0.29470871, 0.04007884, 0.29884704, 0.36636539]"
GOVPRIOmF2_W41,socioeco,inferred,high,,5,"[0.40276465, 0.06112404, 0.33987798, 0.19623333]"
GOVPRIOnF2_W41,socioeco,inferred,low,,5,"[0.29114918, 0.04297071, 0.28234612, 0.38353397]"
GOVPRIOnF2_W41,socioeco,inferred,high,,5,"[0.39989866, 0.06394652, 0.2815155, 0.25463931]"
GOVPRIOoF2_W41,socioeco,inferred,low,,5,"[0.23930823, 0.02152774, 0.32035803, 0.41880596]"
GOVPRIOoF2_W41,socioeco,inferred,high,,5,"[0.33377512, 0.03442651, 0.36572856, 0.2660698]"
HAPPEN2b_W41,socioeco,inferred,low,,5,"[0.21679174, 0.10146934, 0.52894999, 0.15278894]"
HAPPEN2b_W41,socioeco,inferred,high,,5,"[0.201552, 0.10548236, 0.5715381, 0.12142752]"
HAPPEN2f_W41,socioeco,inferred,low,,5,"[0.14201922, 0.0603901, 0.33905717, 0.45853356]"
HAPPEN2f_W41,socioeco,inferred,high,,5,"[0.09894317, 0.06026071, 0.20622433, 0.63457177]"
HARASS1F1b_W41,socioeco,inferred,low,,5,"[0.21353642, 0.1211323, 0.66533129]"
HARASS1F1b_W41,socioeco,inferred,high,,5,"[0.21122737, 0.14491278, 0.64385986]"
HARASS1F1d_W41,socioeco,inferred,low,,5,"[0.27309681, 0.06751329, 0.65938989]"
HARASS1F1d_W41,socioeco,inferred,high,,5,"[0.25041387, 0.06459705, 0.68498908]"
HARASS1NOWRKF2d_W41,socioeco,inferred,low,,5,"[0.5113728, 0.09694759, 0.39167963]"
HARASS1NOWRKF2d_W41,socioeco,inferred,high,,5,"[0.55183526, 0.10187645, 0.34628828]"
HARASS3NOWRKF2_W41,socioeco,inferred,low,,5,"[0.18147628, 0.11935158, 0.69917214]"
HARASS3NOWRKF2_W41,socioeco,inferred,high,,5,"[0.18095516, 0.12739997, 0.69164487]"
INTRMAR_W41,socioeco,inferred,low,,5,"[0.0794914, 0.02553291, 0.34495068, 0.52352451, 0.02650051]"
INTRMAR_W41,socioeco,inferred,high,,5,"[0.16718161, 0.02861303, 0.34615997, 0.42913346, 0.02891196]"
LEGALIMG_W41,socioeco,inferred,low,,5,"[0.21703173, 0.08171398, 0.70125428]"
LEGALIMG_W41,socioeco,inferred,high,,5,"[0.34258104, 0.09077519, 0.56664376]"
SOLVPROBa_W41,socioeco,inferred,low,,5,"[0.67723863, 0.06455925, 0.15122471, 0.1069774]"
SOLVPROBa_W41,socioeco,inferred,high,,5,"[0.66806964, 0.09803455, 0.19360881, 0.04028696]"
SOLVPROBb_W41,socioeco,inferred,low,,5,"[0.36863623, 0.13625747, 0.24350652, 0.25159978]"
SOLVPROBb_W41,socioeco,inferred,high,,5,"[0.3917617, 0.21041014, 0.27589391, 0.12193421]"
SOLVPROBc_W41,socioeco,inferred,low,,5,"[0.06565177, 0.04782398, 0.22138046, 0.66514378]"
SOLVPROBc_W41,socioeco,inferred,high,,5,"[0.12378283, 0.10158996, 0.322638, 0.4519892]"
SOLVPROBdF1_W41,socioeco,inferred,low,,5,"[0.1440502, 0.07157085, 0.45878033, 0.32559863]"
SOLVPROBdF1_W41,socioeco,inferred,high,,5,"[0.26739817, 0.13583566, 0.46312506, 0.13364111]"
SOLVPROBf_W41,socioeco,inferred,low,,5,"[0.42140757, 0.10785922, 0.284008, 0.18672521]"
SOLVPROBf_W41,socioeco,inferred,high,,5,"[0.49637193, 0.17454132, 0.26506859, 0.06401816]"
SOLVPROBg_W41,socioeco,inferred,low,,5,"[0.05920812, 0.04286325, 0.23379812, 0.66413052]"
SOLVPROBg_W41,socioeco,inferred,high,,5,"[0.13319954, 0.10750855, 0.34578115, 0.41351079]"
SOLVPROBh_W41,socioeco,inferred,low,,5,"[0.48369949, 0.13078111, 0.22190126, 0.16361811]"
SOLVPROBh_W41,socioeco,inferred,high,,5,"[0.49124592, 0.18969093, 0.24518356, 0.07387958]"
WRKTRN1F1_W41,socioeco,inferred,low,,5,"[0.61092481, 0.12953683, 0.12124696, 0.13829139]"
WRKTRN1F1_W41,socioeco,inferred,high,,5,"[0.49959157, 0.21469286, 0.19255184, 0.09316373]"
WRKTRN1F2_W41,socioeco,inferred,low,,5,"[0.67398963, 0.10685534, 0.10366486, 0.11549018]"
WRKTRN1F2_W41,socioeco,inferred,high,,5,"[0.57468393, 0.17083411, 0.16996988, 0.08451207]"
CONFb_W42,socioeco,inferred,low,,5,"[0.26076831, 0.02879639, 0.37852006, 0.33191526]"
CONFb_W42,socioeco,inferred,high,,5,"[0.28942104, 0.0515758, 0.44374902, 0.21525412]"
CONFc_W42,socioeco,inferred,low,,5,"[0.24776205, 0.03602705, 0.3123487, 0.40386215]"
CONFc_W42,socioeco,inferred,high,,5,"[0.41156742, 0.06714206, 0.29803438, 0.22325615]"
CONFe_W42,socioeco,inferred,low,,5,"[0.28206231, 0.02233193, 0.22262288, 0.47298289]"
CONFe_W42,socioeco,inferred,high,,5,"[0.43922078, 0.04241241, 0.23137963, 0.28698714]"
CONFg_W42,socioeco,inferred,low,,5,"[0.23193417, 0.02096324, 0.33514332, 0.41195929]"
CONFg_W42,socioeco,inferred,high,,5,"[0.25801358, 0.04086403, 0.42480495, 0.27631743]"
PQ4_F2Aa_W42,socioeco,inferred,low,,5,"[0.18451605, 0.05689506, 0.29750075, 0.46108813]"
PQ4_F2Aa_W42,socioeco,inferred,high,,5,"[0.24309324, 0.07942354, 0.34413137, 0.33335184]"
PQ4_F2Ac_W42,socioeco,inferred,low,,5,"[0.67665631, 0.0391605, 0.16662225, 0.11756097]"
PQ4_F2Ac_W42,socioeco,inferred,high,,5,"[0.64997851, 0.07052624, 0.21147602, 0.06801924]"
PQ4_F2Ae_W42,socioeco,inferred,low,,5,"[0.43196143, 0.07373491, 0.31582686, 0.17847675]"
PQ4_F2Ae_W42,socioeco,inferred,high,,5,"[0.43100474, 0.10712363, 0.36576409, 0.09610753]"
PQ4_F2Bb_W42,socioeco,inferred,low,,5,"[0.19577107, 0.03592547, 0.29497008, 0.47333342]"
PQ4_F2Bb_W42,socioeco,inferred,high,,5,"[0.32288734, 0.07902, 0.3529622, 0.24513047]"
PQ4_F2Bc_W42,socioeco,inferred,low,,5,"[0.54602598, 0.03383711, 0.1994947, 0.22064221]"
PQ4_F2Bc_W42,socioeco,inferred,high,,5,"[0.66350267, 0.06701013, 0.19146036, 0.07802686]"
PQ4_F2Bd_W42,socioeco,inferred,low,,5,"[0.24210809, 0.0371237, 0.34287574, 0.37789245]"
PQ4_F2Bd_W42,socioeco,inferred,high,,5,"[0.35394713, 0.07301105, 0.3900126, 0.18302923]"
PQ4_F2Cc_W42,socioeco,inferred,low,,5,"[0.51468995, 0.0438357, 0.27299923, 0.16847516]"
PQ4_F2Cc_W42,socioeco,inferred,high,,5,"[0.57068071, 0.08593337, 0.27176612, 0.07161979]"
PQ8_F2B_W42,socioeco,inferred,low,,5,"[0.18961969, 0.04193898, 0.34060913, 0.42783218]"
PQ8_F2B_W42,socioeco,inferred,high,,5,"[0.30101065, 0.09633686, 0.42564589, 0.17700661]"
RQ1_F1B_W42,socioeco,inferred,low,,5,"[0.33369956, 0.06735755, 0.59894291]"
RQ1_F1B_W42,socioeco,inferred,high,,5,"[0.37005609, 0.08439949, 0.54554442]"
RQ1_F1C_W42,socioeco,inferred,low,,5,"[0.28988868, 0.05296425, 0.65714708]"
RQ1_F1C_W42,socioeco,inferred,high,,5,"[0.36104915, 0.07851817, 0.5604327]"
RQ2_F1A_W42,socioeco,inferred,low,,5,"[0.60442451, 0.25003424, 0.14554126]"
RQ2_F1A_W42,socioeco,inferred,high,,5,"[0.59289578, 0.28869868, 0.11840558]"
RQ4_F1Ab_W42,socioeco,inferred,low,,5,"[0.13039019, 0.05354197, 0.46271713, 0.35335075]"
RQ4_F1Ab_W42,socioeco,inferred,high,,5,"[0.19848377, 0.08281901, 0.47517115, 0.24352607]"
RQ4_F1Ae_W42,socioeco,inferred,low,,5,"[0.2282347, 0.07673986, 0.4932344, 0.20179102]"
RQ4_F1Ae_W42,socioeco,inferred,high,,5,"[0.27246464, 0.1125989, 0.50579194, 0.1091445]"
RQ4_F1Ba_W42,socioeco,inferred,low,,5,"[0.19899242, 0.04691253, 0.32675365, 0.4273414]"
RQ4_F1Ba_W42,socioeco,inferred,high,,5,"[0.34549015, 0.07415489, 0.32686083, 0.25349418]"
RQ4_F1Bc_W42,socioeco,inferred,low,,5,"[0.64972044, 0.04924734, 0.1761135, 0.12491872]"
RQ4_F1Bc_W42,socioeco,inferred,high,,5,"[0.68414178, 0.08371614, 0.17692374, 0.05521835]"
RQ4_F1Bd_W42,socioeco,inferred,low,,5,"[0.26203389, 0.04686368, 0.3824003, 0.3087021]"
RQ4_F1Bd_W42,socioeco,inferred,high,,5,"[0.37355547, 0.07257443, 0.37920494, 0.17466517]"
RQ4_F1Be_W42,socioeco,inferred,low,,5,"[0.34468076, 0.082014, 0.40334523, 0.16996]"
RQ4_F1Be_W42,socioeco,inferred,high,,5,"[0.41329585, 0.12274398, 0.37659311, 0.08736705]"
RQ4_F1Ca_W42,socioeco,inferred,low,,5,"[0.19586037, 0.04501802, 0.38938779, 0.36973379]"
RQ4_F1Ca_W42,socioeco,inferred,high,,5,"[0.36081374, 0.09271506, 0.38715467, 0.15931655]"
RQ4_F1Cb_W42,socioeco,inferred,low,,5,"[0.16576545, 0.05946301, 0.46975117, 0.30502035]"
RQ4_F1Cb_W42,socioeco,inferred,high,,5,"[0.24218884, 0.1103451, 0.46242598, 0.18504007]"
RQ4_F1Cd_W42,socioeco,inferred,low,,5,"[0.25314148, 0.04915645, 0.47391058, 0.22379147]"
RQ4_F1Cd_W42,socioeco,inferred,high,,5,"[0.3412042, 0.07825423, 0.4611369, 0.11940468]"
RQ5_F1B_W42,socioeco,inferred,low,,5,"[0.15818265, 0.02769046, 0.31772016, 0.49640669]"
RQ5_F1B_W42,socioeco,inferred,high,,5,"[0.23962263, 0.04409718, 0.33255174, 0.38372843]"
RQ5_F1C_W42,socioeco,inferred,low,,5,"[0.16882539, 0.02976159, 0.31167515, 0.48973783]"
RQ5_F1C_W42,socioeco,inferred,high,,5,"[0.25674929, 0.04657684, 0.32954503, 0.36712883]"
IDIMPORT_W43,socioeco,inferred,low,,5,"[0.08408129, 0.06861269, 0.46805134, 0.33902633, 0.04022836]"
IDIMPORT_W43,socioeco,inferred,high,,5,"[0.08550699, 0.07975974, 0.45688388, 0.32483165, 0.05301773]"
RACESURV13_W43,socioeco,inferred,low,,5,"[0.07002532, 0.07220685, 0.47662405, 0.38114377]"
RACESURV13_W43,socioeco,inferred,high,,5,"[0.08055941, 0.08410288, 0.45436356, 0.38097417]"
RACESURV14_W43,socioeco,inferred,low,,5,"[0.08645559, 0.09226023, 0.29580003, 0.52548416]"
RACESURV14_W43,socioeco,inferred,high,,5,"[0.09336136, 0.10100909, 0.28609422, 0.51953533]"
RACESURV15a_W43,socioeco,inferred,low,,5,"[0.22049527, 0.21009308, 0.56941165]"
RACESURV15a_W43,socioeco,inferred,high,,5,"[0.19060685, 0.23325168, 0.57614145]"
RACESURV15b_W43,socioeco,inferred,low,,5,"[0.10935771, 0.12937021, 0.7612721]"
RACESURV15b_W43,socioeco,inferred,high,,5,"[0.10887211, 0.14088262, 0.75024527]"
RACESURV17_W43,socioeco,inferred,low,,5,"[0.55889764, 0.08150233, 0.22783062, 0.13176939]"
RACESURV17_W43,socioeco,inferred,high,,5,"[0.55155158, 0.09336626, 0.24171429, 0.1133679]"
RACESURV18b_W43,socioeco,inferred,low,,5,"[0.07359624, 0.04987754, 0.32638896, 0.50050742, 0.04962985]"
RACESURV18b_W43,socioeco,inferred,high,,5,"[0.05667916, 0.04628295, 0.29508457, 0.55787195, 0.04408136]"
RACESURV18f_W43,socioeco,inferred,low,,5,"[0.15990327, 0.05463296, 0.40592102, 0.30678049, 0.07276229]"
RACESURV18f_W43,socioeco,inferred,high,,5,"[0.11607489, 0.05716522, 0.44666184, 0.29948621, 0.08061183]"
RACESURV19a_W43,socioeco,inferred,low,,5,"[0.17676562, 0.12431007, 0.6989243]"
RACESURV19a_W43,socioeco,inferred,high,,5,"[0.18740902, 0.13940853, 0.67318244]"
RACESURV19c_W43,socioeco,inferred,low,,5,"[0.21047557, 0.10931883, 0.68020563]"
RACESURV19c_W43,socioeco,inferred,high,,5,"[0.22612011, 0.12468598, 0.64919392]"
RACESURV19e_W43,socioeco,inferred,low,,5,"[0.19941333, 0.11428366, 0.686303]"
RACESURV19e_W43,socioeco,inferred,high,,5,"[0.21274774, 0.12654213, 0.66071014]"
RACESURV1b_W43,socioeco,inferred,low,,5,"[0.10277449, 0.00300773, 0.89421778]"
RACESURV1b_W43,socioeco,inferred,high,,5,"[0.0967519, 0.00335151, 0.89989657]"
RACESURV21_W43,socioeco,inferred,low,,5,"[0.0814688, 0.02124745, 0.08847684, 0.80880692]"
RACESURV21_W43,socioeco,inferred,high,,5,"[0.09786776, 0.02220797, 0.08756928, 0.79235503]"
RACESURV27_W43,socioeco,inferred,low,,5,"[0.47329481, 0.02480375, 0.17668982, 0.32521163]"
RACESURV27_W43,socioeco,inferred,high,,5,"[0.49704906, 0.03010824, 0.21145972, 0.26138295]"
RACESURV28a_W43,socioeco,inferred,low,,5,"[0.12347989, 0.10016006, 0.77636007]"
RACESURV28a_W43,socioeco,inferred,high,,5,"[0.12729035, 0.10521, 0.76749964]"
RACESURV28b_W43,socioeco,inferred,low,,5,"[0.12961314, 0.0941084, 0.77627842]"
