qkey,attribute,channel,magnitude,regime,model_class,human_attribute,human_group,own_human_group,is_own_group,wasserstein,available_groups,expected_groups
FUD37B_W34,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.4633022137708751,2,2
FUD37B_W34,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.5319765280050573,2,2
FUD37B_W34,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.38121461653307476,2,2
FUD37B_W34,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.44535046758487484,2,2
FUD37C_W34,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.6910102402103004,2,2
FUD37C_W34,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.9329374698011882,2,2
FUD37C_W34,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.6912633503363016,2,2
FUD37C_W34,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.9736972987262886,2,2
BETTERBIZ1F2D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.05364769465239343,2,2
BETTERBIZ1F2D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.06588022983202206,2,2
BETTERBIZ1F2D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.15078215191413463,2,2
BETTERBIZ1F2D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.16301468709376327,2,2
BETTERBIZ1F2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.061509594066254364,2,2
BETTERBIZ1F2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.15140496906625434,2,2
BETTERBIZ1F2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.023668735974480992,2,2
BETTERBIZ1F2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.10925473347615103,2,2
BETTERBIZ1F2H_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.014901836080449954,2,2
BETTERBIZ1F2H_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.06800999399999996,2,2
BETTERBIZ1F2H_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.0835852277402537,2,2
BETTERBIZ1F2H_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.1309334511434811,2,2
BETTERBIZ2F2C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.04248531937484126,2,2
BETTERBIZ2F2C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.04147636562515871,2,2
BETTERBIZ2F2C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.018319680301796648,2,2
BETTERBIZ2F2C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.06564200469820333,2,2
BETTERBIZ2F2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.07359476899999998,2,2
BETTERBIZ2F2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.06519998399999993,2,2
BETTERBIZ2F2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.06785266092600406,2,2
BETTERBIZ2F2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.06096838814241965,2,2
BETTERBIZ2F2F_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.20128910612621756,2,2
BETTERBIZ2F2F_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.16260503612621763,2,2
BETTERBIZ2F2F_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.1980448028608051,2,2
BETTERBIZ2F2F_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.15936073286080518,2,2
BETTERPOL1F1B_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.270405293753883,2,2
BETTERPOL1F1B_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.33738609375388295,2,2
BETTERPOL1F1B_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.28384124945657196,2,2
BETTERPOL1F1B_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.3508220494565719,2,2
BETTERPOL1F1E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.09325870720904417,2,2
BETTERPOL1F1E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.12928468720904418,2,2
BETTERPOL1F1E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.0831717358202892,2,2
BETTERPOL1F1E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.11919771582028921,2,2
BETTERPOL1F1I_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.2353600810503375,2,2
BETTERPOL1F1I_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.2643460260503375,2,2
BETTERPOL1F1I_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.22358822206839563,2,2
BETTERPOL1F1I_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.25257416706839564,2,2
BETTERPOL2F1A_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.12370924370775693,2,2
BETTERPOL2F1A_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.04653366363941949,2,2
BETTERPOL2F1A_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.14241186943242012,2,2
BETTERPOL2F1A_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.06523628936408268,2,2
BETTERPOL2F1C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.0942435169510637,2,2
BETTERPOL2F1C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.08824969767613819,2,2
BETTERPOL2F1C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.09587836762332219,2,2
BETTERPOL2F1C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.09568199762332222,2,2
BETTERPOL2F1D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.11546392465595827,2,2
BETTERPOL2F1D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.0954827411262683,2,2
BETTERPOL2F1D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.10320663391614875,2,2
BETTERPOL2F1D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.08322545038645877,2,2
BETTERPOL2F1F_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.12265096414496429,2,2
BETTERPOL2F1F_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.11603649421110901,2,2
BETTERPOL2F1F_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.09270086619040879,2,2
BETTERPOL2F1F_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.08608639625655352,2,2
E5_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.3217330748935108,2,2
E5_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.11606020510648918,2,2
E5_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.5909630630159038,2,2
E5_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.1531697830159039,2,2
ESSENBIZF2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.5803305141262753,2,2
ESSENBIZF2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.49432471902518393,2,2
ESSENBIZF2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.5739568837341034,2,2
ESSENBIZF2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.5899315421123592,2,2
ESSENBIZF2J_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.5851769187714967,2,2
ESSENBIZF2J_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.46049160809017325,2,2
ESSENBIZF2J_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.892120117579755,2,2
ESSENBIZF2J_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.6404852875797549,2,2
ESSENPOLF1A_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.19591977260857618,2,2
ESSENPOLF1A_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.3714541826085763,2,2
ESSENPOLF1A_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.3904901359999997,2,2
ESSENPOLF1A_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.5660245459999999,2,2
ESSENPOLF1B_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.21073504385128639,2,2
ESSENPOLF1B_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.33091173045955047,2,2
ESSENPOLF1B_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.2115513233749129,2,2
ESSENPOLF1B_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.3266359805831889,2,2
ESSENPOLF1D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.188425333840061,2,2
ESSENPOLF1D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.24800358664029998,2,2
ESSENPOLF1D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.195899580197897,2,2
ESSENPOLF1D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.387434710197897,2,2
ESSENPOLF1G_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.48341594616351197,2,2
ESSENPOLF1G_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.47318218616351204,2,2
ESSENPOLF1G_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.4786007161979359,2,2
ESSENPOLF1G_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.468366956197936,2,2
ESSENPOLF1H_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.2090977861452592,2,2
ESSENPOLF1H_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.3251724261452593,2,2
ESSENPOLF1H_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.32399375099726113,2,2
ESSENPOLF1H_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.3509498509972614,2,2
HIGHEDWRNGB_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.5327228914007356,2,2
HIGHEDWRNGB_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.6681781414007357,2,2
HIGHEDWRNGB_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.4586889653137999,2,2
HIGHEDWRNGB_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.5941442153137999,2,2
HIGHEDWRNGC_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.8209107051627967,2,2
HIGHEDWRNGC_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.9168155189123501,2,2
HIGHEDWRNGC_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.7632947183781398,2,2
HIGHEDWRNGC_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.8591995321276932,2,2
IMPROVE1_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.39356677668139295,2,2
IMPROVE1_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.45855682267629333,2,2
IMPROVE1_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.37757279664754817,2,2
IMPROVE1_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.35971887373743766,2,2
IMPROVE2_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,1.1732986800902019,2,2
IMPROVE2_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,1.074351430090202,2,2
IMPROVE2_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,1.0156600244636342,2,2
IMPROVE2_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.9167127744636342,2,2
IMPROVE3_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.4841969855184676,2,2
IMPROVE3_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.30384629735309937,2,2
IMPROVE3_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.3865858055901052,2,2
IMPROVE3_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.2897690763330982,2,2
MOREWMN1F2_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.2043961910623774,2,2
MOREWMN1F2_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.24802267336976405,2,2
MOREWMN1F2_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.13971674331102846,2,2
MOREWMN1F2_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.19389141508775032,2,2
POLCHF1_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.8305785341083025,2,2
POLCHF1_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,1.167388656207044,2,2
POLCHF1_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.863302434594402,2,2
POLCHF1_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,1.2001125566931434,2,2
TRAITBIZMF2C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.17219264823150252,2,2
TRAITBIZMF2C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.2915542350093766,2,2
TRAITBIZMF2C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.17085216228604422,2,2
TRAITBIZMF2C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.3215519474852964,2,2
TRAITBIZMF2D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.17502887316031374,2,2
TRAITBIZMF2D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.21725869105809675,2,2
TRAITBIZMF2D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.16964463309065395,2,2
TRAITBIZMF2D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.21187445098843696,2,2
TRAITBIZMF2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.23192751731045724,2,2
TRAITBIZMF2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.3877695023104572,2,2
TRAITBIZMF2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.23305768664101334,2,2
TRAITBIZMF2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.3888996716410133,2,2
TRAITBIZMF2G_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.15778172750405645,2,2
TRAITBIZMF2G_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.2991179675040565,2,2
TRAITBIZMF2G_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.12863190306612218,2,2
TRAITBIZMF2G_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.26996814306612227,2,2
TRAITBIZWF2C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.2915474735574236,2,2
TRAITBIZWF2C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.29840852355742364,2,2
TRAITBIZWF2C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.28785236694189414,2,2
TRAITBIZWF2C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.2947134169418942,2,2
TRAITBIZWF2D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.20791147005460253,2,2
TRAITBIZWF2D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.22815957346677634,2,2
TRAITBIZWF2D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.23075289835525786,2,2
TRAITBIZWF2D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.2510010017674317,2,2
TRAITBIZWF2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.2666149800559868,2,2
TRAITBIZWF2E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.32182982505598684,2,2
TRAITBIZWF2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.2800113934993564,2,2
TRAITBIZWF2E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.3352262384993564,2,2
TRAITBIZWF2G_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.29236976996765923,2,2
TRAITBIZWF2G_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.35650840703022363,2,2
TRAITBIZWF2G_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.2870335282058373,2,2
TRAITBIZWF2G_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.35117216526840167,2,2
TRAITPOLMF1B_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.1101056090523514,2,2
TRAITPOLMF1B_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.14496654620345414,2,2
TRAITPOLMF1B_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.08909585284889729,2,2
TRAITPOLMF1B_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.12395679000000004,2,2
TRAITPOLMF1C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.12039998092980225,2,2
TRAITPOLMF1C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.17948575612645734,2,2
TRAITPOLMF1C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.11380611496727677,2,2
TRAITPOLMF1C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.19456275358169933,2,2
TRAITPOLMF1D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.18445628399749323,2,2
TRAITPOLMF1D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.2491312139974933,2,2
TRAITPOLMF1D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.1275940553715484,2,2
TRAITPOLMF1D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.19226898537154846,2,2
TRAITPOLMF1E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.23571656123268098,2,2
TRAITPOLMF1E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.3941701012326809,2,2
TRAITPOLMF1E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.18490975852810893,2,2
TRAITPOLMF1E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.3433632985281089,2,2
TRAITPOLMF1F_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.16593930651837493,2,2
TRAITPOLMF1F_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.2703158415183749,2,2
TRAITPOLMF1F_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.14222508072038634,2,2
TRAITPOLMF1F_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.2466016157203863,2,2
TRAITPOLMF1G_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.14582683394824206,2,2
TRAITPOLMF1G_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.28810279394824206,2,2
TRAITPOLMF1G_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.12692047323366573,2,2
TRAITPOLMF1G_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.26919643323366577,2,2
TRAITPOLWF1A_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.2443718932202401,2,2
TRAITPOLWF1A_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.2817603321112568,2,2
TRAITPOLWF1A_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.2404171162259222,2,2
TRAITPOLWF1A_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.2778055551169389,2,2
TRAITPOLWF1C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.18887241221188097,2,2
TRAITPOLWF1C_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.2085776537073725,2,2
TRAITPOLWF1C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.20600152610459616,2,2
TRAITPOLWF1C_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.22570676760008768,2,2
TRAITPOLWF1D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.24382637569419557,2,2
TRAITPOLWF1D_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.3398928526937901,2,2
TRAITPOLWF1D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.22928668998218044,2,2
TRAITPOLWF1D_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.30271972490805044,2,2
TRAITPOLWF1E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.22416371299300614,2,2
TRAITPOLWF1E_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"$100,000 or more","Less than $30,000",False,0.2809552764078593,2,2
TRAITPOLWF1E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"Less than $30,000","$100,000 or more",False,0.22058849585976592,2,2
TRAITPOLWF1E_W36,socioeco,inferred,,Inferred from occupation,high,INCOME,"$100,000 or more","$100,000 or more",True,0.27738005927461906,2,2
TRAITPOLWF1F_W36,socioeco,inferred,,Inferred from occupation,low,INCOME,"Less than $30,000","Less than $30,000",True,0.24634770054577415,2,2
