qkey,attribute,channel,class_label,magnitude,n_occupations,response_distribution
POLCHF1_W36,socioeco,inferred,low,,5,"[0.0, 1.0, 0.0]"
POLCHF1_W36,socioeco,inferred,high,,5,"[0.0, 1.0, 0.0]"
TRAITBIZMF2C_W36,socioeco,inferred,low,,5,"[0.99999888, 3e-08, 1.11e-06]"
TRAITBIZMF2C_W36,socioeco,inferred,high,,5,"[0.99999998, 0.0, 2e-08]"
TRAITBIZMF2D_W36,socioeco,inferred,low,,5,"[0.99949306, 5.9e-07, 0.00050637]"
TRAITBIZMF2D_W36,socioeco,inferred,high,,5,"[0.99999955, 1e-08, 4.4e-07]"
TRAITBIZMF2E_W36,socioeco,inferred,low,,5,"[0.99994343, 5.4e-06, 5.119e-05]"
TRAITBIZMF2E_W36,socioeco,inferred,high,,5,"[0.99999976, 3e-08, 2.5e-07]"
TRAITBIZMF2G_W36,socioeco,inferred,low,,5,"[0.00177078, 0.00011842, 0.99811083]"
TRAITBIZMF2G_W36,socioeco,inferred,high,,5,"[0.00481449, 3.36e-06, 0.99518222]"
TRAITBIZWF2C_W36,socioeco,inferred,low,,5,"[0.99908127, 0.00011378, 0.00080496]"
TRAITBIZWF2C_W36,socioeco,inferred,high,,5,"[0.9999891, 5.9e-07, 1.028e-05]"
TRAITBIZWF2D_W36,socioeco,inferred,low,,5,"[0.99986474, 6.4e-07, 0.00013463]"
TRAITBIZWF2D_W36,socioeco,inferred,high,,5,"[0.99999988, 1e-08, 1.4e-07]"
TRAITBIZWF2E_W36,socioeco,inferred,low,,5,"[0.99995297, 2.116e-05, 2.59e-05]"
TRAITBIZWF2E_W36,socioeco,inferred,high,,5,"[0.99999978, 7e-08, 1.4e-07]"
TRAITBIZWF2G_W36,socioeco,inferred,low,,5,"[1.963e-05, 0.9101922, 0.08978817]"
TRAITBIZWF2G_W36,socioeco,inferred,high,,5,"[3.927e-05, 0.82338738, 0.17657332]"
TRAITPOLMF1B_W36,socioeco,inferred,low,,5,"[0.7437876, 1.711e-05, 0.25619526]"
TRAITPOLMF1B_W36,socioeco,inferred,high,,5,"[0.88203734, 1.416e-05, 0.11794846]"
TRAITPOLMF1C_W36,socioeco,inferred,low,,5,"[0.95537291, 5.9e-07, 0.04462654]"
TRAITPOLMF1C_W36,socioeco,inferred,high,,5,"[0.99995802, 5e-08, 4.196e-05]"
TRAITPOLMF1D_W36,socioeco,inferred,low,,5,"[0.9999975, 0.0, 2.51e-06]"
TRAITPOLMF1D_W36,socioeco,inferred,high,,5,"[0.99999959, 0.0, 4e-07]"
TRAITPOLMF1E_W36,socioeco,inferred,low,,5,"[0.99810308, 3.719e-05, 0.00185975]"
TRAITPOLMF1E_W36,socioeco,inferred,high,,5,"[0.99998357, 1.09e-06, 1.536e-05]"
TRAITPOLMF1F_W36,socioeco,inferred,low,,5,"[0.01710539, 0.95925375, 0.02364087]"
TRAITPOLMF1F_W36,socioeco,inferred,high,,5,"[0.02181172, 0.95469068, 0.0234976]"
TRAITPOLMF1G_W36,socioeco,inferred,low,,5,"[0.63674262, 2.8e-07, 0.36325707]"
TRAITPOLMF1G_W36,socioeco,inferred,high,,5,"[0.77224245, 2.5e-07, 0.22775733]"
TRAITPOLWF1A_W36,socioeco,inferred,low,,5,"[0.99992398, 2.1e-07, 7.581e-05]"
TRAITPOLWF1A_W36,socioeco,inferred,high,,5,"[0.99999147, 1.4e-07, 8.37e-06]"
TRAITPOLWF1C_W36,socioeco,inferred,low,,5,"[0.9351787, 9.41e-06, 0.06481188]"
TRAITPOLWF1C_W36,socioeco,inferred,high,,5,"[0.99251106, 4.083e-05, 0.00744809]"
TRAITPOLWF1D_W36,socioeco,inferred,low,,5,"[0.99999955, 0.0, 4.8e-07]"
TRAITPOLWF1D_W36,socioeco,inferred,high,,5,"[0.99999995, 0.0, 6e-08]"
TRAITPOLWF1E_W36,socioeco,inferred,low,,5,"[0.99994648, 7.7e-07, 5.271e-05]"
TRAITPOLWF1E_W36,socioeco,inferred,high,,5,"[0.99999871, 3.9e-07, 9.1e-07]"
TRAITPOLWF1F_W36,socioeco,inferred,low,,5,"[0.02662178, 0.94520609, 0.02817213]"
TRAITPOLWF1F_W36,socioeco,inferred,high,,5,"[0.02513489, 0.9701751, 0.00469001]"
TRAITPOLWF1G_W36,socioeco,inferred,low,,5,"[0.01062536, 0.27771348, 0.71166118]"
TRAITPOLWF1G_W36,socioeco,inferred,high,,5,"[0.00424129, 0.65307812, 0.34268057]"
WHYNOTBIZF2A_W36,socioeco,inferred,low,,5,"[0.97669869, 0.0232804, 2.089e-05]"
WHYNOTBIZF2A_W36,socioeco,inferred,high,,5,"[0.99881127, 0.00118832, 4e-07]"
WHYNOTBIZF2B_W36,socioeco,inferred,low,,5,"[0.99999757, 2.4e-06, 2e-08]"
WHYNOTBIZF2B_W36,socioeco,inferred,high,,5,"[0.99999974, 2.6e-07, 0.0]"
WHYNOTBIZF2D_W36,socioeco,inferred,low,,5,"[1.494e-05, 0.60372187, 0.39626318]"
WHYNOTBIZF2D_W36,socioeco,inferred,high,,5,"[1.349e-05, 0.77372369, 0.2262628]"
WHYNOTBIZF2F_W36,socioeco,inferred,low,,5,"[7.2e-07, 0.10464705, 0.89535221]"
WHYNOTBIZF2F_W36,socioeco,inferred,high,,5,"[7e-08, 0.0345361, 0.96546385]"
WHYNOTBIZF2G_W36,socioeco,inferred,low,,5,"[0.99806988, 0.00191835, 1.177e-05]"
WHYNOTBIZF2G_W36,socioeco,inferred,high,,5,"[0.99984033, 0.00015948, 1.4e-07]"
WHYNOTBIZF2H_W36,socioeco,inferred,low,,5,"[0.99998326, 1.669e-05, 5e-08]"
WHYNOTBIZF2H_W36,socioeco,inferred,high,,5,"[0.99999676, 3.25e-06, 1e-08]"
WHYNOTBIZF2J_W36,socioeco,inferred,low,,5,"[0.99999962, 3.9e-07, 0.0]"
WHYNOTBIZF2J_W36,socioeco,inferred,high,,5,"[0.9999999, 8e-08, 0.0]"
WHYNOTBIZF2M_W36,socioeco,inferred,low,,5,"[0.65329925, 0.34660962, 9.111e-05]"
WHYNOTBIZF2M_W36,socioeco,inferred,high,,5,"[0.93461327, 0.06538562, 1.12e-06]"
WHYNOTBIZF2N_W36,socioeco,inferred,low,,5,"[0.9999727, 2.728e-05, 1e-08]"
WHYNOTBIZF2N_W36,socioeco,inferred,high,,5,"[0.99999592, 4.1e-06, 0.0]"
WHYNOTBIZF2O_W36,socioeco,inferred,low,,5,"[1.0, 2e-08, 0.0]"
WHYNOTBIZF2O_W36,socioeco,inferred,high,,5,"[1.0, 2e-08, 0.0]"
WHYNOTPOLF1A_W36,socioeco,inferred,low,,5,"[0.9633279, 0.03667037, 1.77e-06]"
WHYNOTPOLF1A_W36,socioeco,inferred,high,,5,"[0.99924793, 0.00075207, 2e-08]"
WHYNOTPOLF1B_W36,socioeco,inferred,low,,5,"[0.99999969, 3.5e-07, 0.0]"
WHYNOTPOLF1B_W36,socioeco,inferred,high,,5,"[0.99999995, 5e-08, 0.0]"
WHYNOTPOLF1C_W36,socioeco,inferred,low,,5,"[0.99999631, 3.67e-06, 0.0]"
WHYNOTPOLF1C_W36,socioeco,inferred,high,,5,"[0.9999995, 5e-07, 0.0]"
WHYNOTPOLF1E_W36,socioeco,inferred,low,,5,"[0.56091085, 0.43908727, 1.9e-06]"
WHYNOTPOLF1E_W36,socioeco,inferred,high,,5,"[0.96412399, 0.035876, 2e-08]"
WHYNOTPOLF1G_W36,socioeco,inferred,low,,5,"[0.875316, 0.12468398, 5e-08]"
WHYNOTPOLF1G_W36,socioeco,inferred,high,,5,"[0.9824154, 0.01758459, 1e-08]"
WHYNOTPOLF1I_W36,socioeco,inferred,low,,5,"[0.98290204, 0.01709768, 2.6e-07]"
WHYNOTPOLF1I_W36,socioeco,inferred,high,,5,"[0.99585274, 0.00414727, 3e-08]"
WHYNOTPOLF1J_W36,socioeco,inferred,low,,5,"[0.9999276, 7.237e-05, 0.0]"
WHYNOTPOLF1J_W36,socioeco,inferred,high,,5,"[0.99999719, 2.82e-06, 0.0]"
WHYNOTPOLF1K_W36,socioeco,inferred,low,,5,"[7e-08, 0.55709429, 0.44290563]"
WHYNOTPOLF1K_W36,socioeco,inferred,high,,5,"[9e-08, 0.69273475, 0.30726518]"
WHYNOTPOLF1L_W36,socioeco,inferred,low,,5,"[0.99999542, 4.57e-06, 0.0]"
WHYNOTPOLF1L_W36,socioeco,inferred,high,,5,"[0.99999964, 3.6e-07, 0.0]"
WMNPRZ1_W36,socioeco,inferred,low,,5,"[0.00134905, 0.99865054, 4e-08, 3.8e-07]"
WMNPRZ1_W36,socioeco,inferred,high,,5,"[0.00158737, 0.99841203, 4e-08, 5.5e-07]"
AUTOLKLY_W41,socioeco,inferred,low,,5,"[6.44e-06, 0.99675069, 0.00324287, 2e-08]"
AUTOLKLY_W41,socioeco,inferred,high,,5,"[5.8e-07, 0.99532763, 0.00467178, 1e-08]"
AUTOWKPLC_W41,socioeco,inferred,low,,5,"[5.72e-06, 0.99999428, 0.0]"
AUTOWKPLC_W41,socioeco,inferred,high,,5,"[0.00177707, 0.9982229, 2e-08]"
ELDFINANCEF1_W41,socioeco,inferred,low,,5,"[0.0350889, 0.96491064, 4.9e-07]"
ELDFINANCEF1_W41,socioeco,inferred,high,,5,"[0.00227291, 0.99772608, 1.01e-06]"
ELDFINANCEF2_W41,socioeco,inferred,low,,5,"[3.316e-05, 0.99996672, 1.1e-07]"
ELDFINANCEF2_W41,socioeco,inferred,high,,5,"[5.8e-07, 0.99999926, 1.5e-07]"
ETHNCMAJMOD_W41,socioeco,inferred,low,,5,"[0.59689657, 0.20081408, 6e-08, 4.5e-07, 0.20228881]"
ETHNCMAJMOD_W41,socioeco,inferred,high,,5,"[0.85858933, 0.0421286, 3e-08, 2.3e-07, 0.09928182]"
FTRWORRYc_W41,socioeco,inferred,low,,5,"[7.84e-06, 0.79407512, 0.2059033, 1.373e-05]"
FTRWORRYc_W41,socioeco,inferred,high,,5,"[2e-06, 0.98250499, 0.01749021, 2.83e-06]"
FTRWORRYe_W41,socioeco,inferred,low,,5,"[3e-08, 0.02973499, 0.96074898, 0.00951595]"
FTRWORRYe_W41,socioeco,inferred,high,,5,"[1e-08, 0.00025077, 0.99969611, 5.31e-05]"
FTRWORRYf_W41,socioeco,inferred,low,,5,"[0.85399704, 0.14600295, 1e-08, 0.0]"
FTRWORRYf_W41,socioeco,inferred,high,,5,"[0.99894963, 0.00105035, 0.0, 0.0]"
FUTRCLASSb_W41,socioeco,inferred,low,,5,"[2.27e-06, 0.9999504, 4.733e-05]"
FUTRCLASSb_W41,socioeco,inferred,high,,5,"[1.47e-06, 0.99998174, 1.678e-05]"
FUTRCLASSc_W41,socioeco,inferred,low,,5,"[0.99999912, 4e-08, 8.3e-07]"
FUTRCLASSc_W41,socioeco,inferred,high,,5,"[0.99999761, 6e-08, 2.31e-06]"
FUTR_DIV_W41,socioeco,inferred,low,,5,"[6.74e-06, 0.98002645, 0.01996682]"
FUTR_DIV_W41,socioeco,inferred,high,,5,"[2.69e-06, 0.9948383, 0.005159]"
GOVPRIOb_W41,socioeco,inferred,low,,5,"[0.99996946, 3.053e-05, 0.0, 0.0]"
GOVPRIOb_W41,socioeco,inferred,high,,5,"[0.99999714, 2.88e-06, 0.0, 0.0]"
GOVPRIOc_W41,socioeco,inferred,low,,5,"[0.9999999, 1.1e-07, 0.0, 0.0]"
GOVPRIOc_W41,socioeco,inferred,high,,5,"[0.99999993, 6e-08, 0.0, 0.0]"
GOVPRIOe_W41,socioeco,inferred,low,,5,"[0.99998541, 1.46e-05, 0.0, 0.0]"
GOVPRIOe_W41,socioeco,inferred,high,,5,"[0.99999544, 4.58e-06, 0.0, 0.0]"
GOVPRIOfF1_W41,socioeco,inferred,low,,5,"[0.21367034, 0.78632963, 4e-08, 0.0]"
GOVPRIOfF1_W41,socioeco,inferred,high,,5,"[0.02086019, 0.97913976, 7e-08, 0.0]"
GOVPRIOgF1_W41,socioeco,inferred,low,,5,"[2e-08, 0.0163082, 0.9835368, 0.00015498]"
GOVPRIOgF1_W41,socioeco,inferred,high,,5,"[1e-08, 0.03819187, 0.96176125, 4.69e-05]"
GOVPRIOhF1_W41,socioeco,inferred,low,,5,"[0.0, 2.579e-05, 0.98111656, 0.01885763]"
GOVPRIOhF1_W41,socioeco,inferred,high,,5,"[0.0, 3.2e-06, 0.99469935, 0.00529745]"
GOVPRIOiF1_W41,socioeco,inferred,low,,5,"[0.02360674, 0.96690791, 0.00948536, 0.0]"
GOVPRIOiF1_W41,socioeco,inferred,high,,5,"[0.08608831, 0.91391153, 1.6e-07, 0.0]"
GOVPRIOjF1_W41,socioeco,inferred,low,,5,"[0.02654993, 0.95739694, 0.01605137, 1.76e-06]"
GOVPRIOjF1_W41,socioeco,inferred,high,,5,"[0.02686053, 0.96286762, 0.01027078, 1.09e-06]"
GOVPRIOkF2_W41,socioeco,inferred,low,,5,"[0.0, 1.28e-06, 0.99999657, 2.16e-06]"
GOVPRIOkF2_W41,socioeco,inferred,high,,5,"[0.0, 1.676e-05, 0.99998188, 1.38e-06]"
GOVPRIOlF2_W41,socioeco,inferred,low,,5,"[0.00364717, 0.99635149, 1.33e-06, 2e-08]"
GOVPRIOlF2_W41,socioeco,inferred,high,,5,"[0.00815498, 0.99184472, 2.8e-07, 1e-08]"
GOVPRIOmF2_W41,socioeco,inferred,low,,5,"[0.96450775, 0.03549224, 0.0, 0.0]"
GOVPRIOmF2_W41,socioeco,inferred,high,,5,"[0.98056891, 0.0194311, 0.0, 0.0]"
GOVPRIOnF2_W41,socioeco,inferred,low,,5,"[2.65e-06, 0.70498236, 0.295015, 1e-08]"
GOVPRIOnF2_W41,socioeco,inferred,high,,5,"[2.68e-06, 0.89080679, 0.10919053, 1e-08]"
GOVPRIOoF2_W41,socioeco,inferred,low,,5,"[1.0, 0.0, 0.0, 0.0]"
GOVPRIOoF2_W41,socioeco,inferred,high,,5,"[1.0, 0.0, 0.0, 0.0]"
HAPPEN2b_W41,socioeco,inferred,low,,5,"[0.0, 1.0, 0.0, 0.0]"
HAPPEN2b_W41,socioeco,inferred,high,,5,"[0.0, 1.0, 0.0, 0.0]"
HAPPEN2f_W41,socioeco,inferred,low,,5,"[0.0, 1.0, 3e-08, 0.0]"
HAPPEN2f_W41,socioeco,inferred,high,,5,"[0.0, 1.0, 3e-08, 0.0]"
HARASS1F1b_W41,socioeco,inferred,low,,5,"[0.99998744, 5.28e-06, 7.21e-06]"
HARASS1F1b_W41,socioeco,inferred,high,,5,"[0.99999697, 1.29e-06, 1.77e-06]"
HARASS1F1d_W41,socioeco,inferred,low,,5,"[1.0, 1e-08, 0.0]"
HARASS1F1d_W41,socioeco,inferred,high,,5,"[1.0, 1e-08, 1e-08]"
HARASS1NOWRKF2d_W41,socioeco,inferred,low,,5,"[1.0, 0.0, 0.0]"
HARASS1NOWRKF2d_W41,socioeco,inferred,high,,5,"[1.0, 0.0, 0.0]"
HARASS3NOWRKF2_W41,socioeco,inferred,low,,5,"[0.00020624, 0.99979298, 7.8e-07]"
HARASS3NOWRKF2_W41,socioeco,inferred,high,,5,"[3.15e-06, 0.99999683, 2e-08]"
INTRMAR_W41,socioeco,inferred,low,,5,"[0.87066328, 0.12432535, 1e-08, 4e-08, 0.00501134]"
INTRMAR_W41,socioeco,inferred,high,,5,"[0.99410713, 0.00572047, 0.0, 1e-08, 0.0001724]"
LEGALIMG_W41,socioeco,inferred,low,,5,"[0.98736184, 0.01252583, 0.00011232]"
LEGALIMG_W41,socioeco,inferred,high,,5,"[0.99994385, 5.418e-05, 1.96e-06]"
SOLVPROBa_W41,socioeco,inferred,low,,5,"[0.9999969, 3.1e-06, 0.0, 0.0]"
SOLVPROBa_W41,socioeco,inferred,high,,5,"[0.9999999, 7e-08, 0.0, 0.0]"
SOLVPROBb_W41,socioeco,inferred,low,,5,"[0.00881591, 0.99118271, 1.19e-06, 1.8e-07]"
SOLVPROBb_W41,socioeco,inferred,high,,5,"[0.09550448, 0.90449505, 2.8e-07, 2.2e-07]"
SOLVPROBc_W41,socioeco,inferred,low,,5,"[1.233e-05, 0.99998558, 1.46e-06, 6.3e-07]"
SOLVPROBc_W41,socioeco,inferred,high,,5,"[0.00012969, 0.9998699, 2.5e-07, 1.7e-07]"
SOLVPROBdF1_W41,socioeco,inferred,low,,5,"[5.5e-07, 0.99813828, 0.0014383, 0.00042285]"
SOLVPROBdF1_W41,socioeco,inferred,high,,5,"[7.1e-07, 0.99945309, 0.00042146, 0.00012473]"
SOLVPROBf_W41,socioeco,inferred,low,,5,"[0.00556514, 0.99443461, 2.3e-07, 6e-08]"
SOLVPROBf_W41,socioeco,inferred,high,,5,"[0.03197357, 0.96802593, 3.7e-07, 1e-07]"
SOLVPROBg_W41,socioeco,inferred,low,,5,"[8.23e-06, 0.87244989, 0.12711541, 0.00042647]"
SOLVPROBg_W41,socioeco,inferred,high,,5,"[8.6e-06, 0.95056423, 0.04937165, 5.555e-05]"
SOLVPROBh_W41,socioeco,inferred,low,,5,"[0.99997368, 2.633e-05, 0.0, 0.0]"
SOLVPROBh_W41,socioeco,inferred,high,,5,"[0.99999445, 5.54e-06, 0.0, 0.0]"
WRKTRN1F1_W41,socioeco,inferred,low,,5,"[0.63431324, 0.02835165, 0.28491545, 0.05241965]"
WRKTRN1F1_W41,socioeco,inferred,high,,5,"[0.48441765, 0.1940476, 0.21294974, 0.10858499]"
WRKTRN1F2_W41,socioeco,inferred,low,,5,"[0.00411938, 9.939e-05, 0.99450702, 0.00127423]"
WRKTRN1F2_W41,socioeco,inferred,high,,5,"[0.00156417, 0.00016125, 0.98312962, 0.01514499]"
CONFb_W42,socioeco,inferred,low,,5,"[1e-08, 0.00372892, 0.99627084, 2.6e-07]"
CONFb_W42,socioeco,inferred,high,,5,"[3e-08, 0.00151991, 0.99847974, 3.5e-07]"
CONFc_W42,socioeco,inferred,low,,5,"[0.00257551, 0.79611534, 0.20112622, 0.00018293]"
CONFc_W42,socioeco,inferred,high,,5,"[0.00690438, 0.95635272, 0.03645685, 0.00028603]"
CONFe_W42,socioeco,inferred,low,,5,"[5e-08, 1.465e-05, 0.99996981, 1.551e-05]"
CONFe_W42,socioeco,inferred,high,,5,"[1.6e-07, 0.00010674, 0.99986708, 2.604e-05]"
CONFg_W42,socioeco,inferred,low,,5,"[0.0, 2.52e-06, 0.99999747, 2e-08]"
CONFg_W42,socioeco,inferred,high,,5,"[1e-08, 0.00032377, 0.9996762, 3e-08]"
PQ4_F2Aa_W42,socioeco,inferred,low,,5,"[0.99996507, 3.493e-05, 0.0, 0.0]"
PQ4_F2Aa_W42,socioeco,inferred,high,,5,"[0.99988266, 0.0001173, 0.0, 0.0]"
PQ4_F2Ac_W42,socioeco,inferred,low,,5,"[0.99994394, 5.604e-05, 0.0, 0.0]"
PQ4_F2Ac_W42,socioeco,inferred,high,,5,"[0.80571529, 0.19428442, 3.1e-07, 0.0]"
PQ4_F2Ae_W42,socioeco,inferred,low,,5,"[1.0, 0.0, 0.0, 0.0]"
PQ4_F2Ae_W42,socioeco,inferred,high,,5,"[1.0, 0.0, 0.0, 0.0]"
PQ4_F2Bb_W42,socioeco,inferred,low,,5,"[0.99999878, 1.2e-06, 0.0, 0.0]"
PQ4_F2Bb_W42,socioeco,inferred,high,,5,"[0.99999917, 8.4e-07, 0.0, 0.0]"
PQ4_F2Bc_W42,socioeco,inferred,low,,5,"[0.99999738, 2.62e-06, 0.0, 0.0]"
PQ4_F2Bc_W42,socioeco,inferred,high,,5,"[0.99999871, 1.29e-06, 0.0, 0.0]"
PQ4_F2Bd_W42,socioeco,inferred,low,,5,"[0.47362703, 0.52636329, 9.55e-06, 1.4e-07]"
PQ4_F2Bd_W42,socioeco,inferred,high,,5,"[0.30488759, 0.69509869, 1.358e-05, 1.2e-07]"
PQ4_F2Cc_W42,socioeco,inferred,low,,5,"[0.99993212, 6.787e-05, 0.0, 0.0]"
PQ4_F2Cc_W42,socioeco,inferred,high,,5,"[0.99999263, 7.35e-06, 0.0, 0.0]"
PQ8_F2B_W42,socioeco,inferred,low,,5,"[0.12705627, 0.87294311, 6.2e-07, 0.0]"
PQ8_F2B_W42,socioeco,inferred,high,,5,"[0.32823057, 0.67176921, 2.3e-07, 0.0]"
RQ1_F1B_W42,socioeco,inferred,low,,5,"[0.81316689, 6e-08, 0.18683301]"
RQ1_F1B_W42,socioeco,inferred,high,,5,"[0.99987623, 0.0, 0.00012378]"
RQ1_F1C_W42,socioeco,inferred,low,,5,"[0.60020849, 3e-08, 0.39979151]"
RQ1_F1C_W42,socioeco,inferred,high,,5,"[0.70979579, 5e-08, 0.29020415]"
RQ2_F1A_W42,socioeco,inferred,low,,5,"[1.11e-06, 0.99999862, 2.8e-07]"
RQ2_F1A_W42,socioeco,inferred,high,,5,"[1.1e-07, 0.99999986, 2e-08]"
RQ4_F1Ab_W42,socioeco,inferred,low,,5,"[0.9999999, 8e-08, 0.0, 0.0]"
RQ4_F1Ab_W42,socioeco,inferred,high,,5,"[0.99999962, 3.8e-07, 0.0, 0.0]"
RQ4_F1Ae_W42,socioeco,inferred,low,,5,"[1.0, 0.0, 0.0, 0.0]"
RQ4_F1Ae_W42,socioeco,inferred,high,,5,"[1.0, 0.0, 0.0, 0.0]"
RQ4_F1Ba_W42,socioeco,inferred,low,,5,"[0.90579004, 0.09420961, 2.2e-07, 1.4e-07]"
RQ4_F1Ba_W42,socioeco,inferred,high,,5,"[0.95253197, 0.04746758, 2.4e-07, 2e-07]"
RQ4_F1Bc_W42,socioeco,inferred,low,,5,"[0.99999945, 5.7e-07, 0.0, 0.0]"
RQ4_F1Bc_W42,socioeco,inferred,high,,5,"[0.99999926, 7.1e-07, 0.0, 0.0]"
RQ4_F1Bd_W42,socioeco,inferred,low,,5,"[0.78286947, 0.21712988, 6.2e-07, 4e-08]"
RQ4_F1Bd_W42,socioeco,inferred,high,,5,"[0.81688045, 0.18311862, 9e-07, 5e-08]"
RQ4_F1Be_W42,socioeco,inferred,low,,5,"[1.0, 0.0, 0.0, 0.0]"
RQ4_F1Be_W42,socioeco,inferred,high,,5,"[1.0, 0.0, 0.0, 0.0]"
RQ4_F1Ca_W42,socioeco,inferred,low,,5,"[0.88675971, 0.11324002, 1.7e-07, 7e-08]"
RQ4_F1Ca_W42,socioeco,inferred,high,,5,"[0.86393042, 0.13606916, 3e-07, 1.5e-07]"
RQ4_F1Cb_W42,socioeco,inferred,low,,5,"[0.99999943, 5.8e-07, 0.0, 0.0]"
RQ4_F1Cb_W42,socioeco,inferred,high,,5,"[0.99999921, 8e-07, 0.0, 0.0]"
RQ4_F1Cd_W42,socioeco,inferred,low,,5,"[0.84855796, 0.15144189, 1.8e-07, 1e-08]"
RQ4_F1Cd_W42,socioeco,inferred,high,,5,"[0.96612909, 0.03387071, 2e-07, 1e-08]"
RQ5_F1B_W42,socioeco,inferred,low,,5,"[0.00027142, 0.59820863, 0.40151991, 6e-08]"
RQ5_F1B_W42,socioeco,inferred,high,,5,"[0.00021124, 0.77883519, 0.22095355, 3e-08]"
RQ5_F1C_W42,socioeco,inferred,low,,5,"[0.00015294, 0.78377831, 0.21606871, 5e-08]"
RQ5_F1C_W42,socioeco,inferred,high,,5,"[0.00030648, 0.86461883, 0.13507466, 4e-08]"
IDIMPORT_W43,socioeco,inferred,low,,5,"[0.0, 0.0, 0.0, 5.75e-06, 0.99999423]"
IDIMPORT_W43,socioeco,inferred,high,,5,"[0.0, 0.0, 0.0, 1.49e-06, 0.99999852]"
RACESURV13_W43,socioeco,inferred,low,,5,"[0.10170345, 0.89828646, 6.05e-06, 4.07e-06]"
RACESURV13_W43,socioeco,inferred,high,,5,"[0.03973492, 0.96025926, 2.56e-06, 3.27e-06]"
RACESURV14_W43,socioeco,inferred,low,,5,"[4.6e-07, 0.11354008, 0.00218331, 0.88427614]"
RACESURV14_W43,socioeco,inferred,high,,5,"[4.5e-07, 0.15049392, 0.00020804, 0.84929757]"
RACESURV15a_W43,socioeco,inferred,low,,5,"[0.69801094, 2.016e-05, 0.30196893]"
RACESURV15a_W43,socioeco,inferred,high,,5,"[0.64730271, 3.447e-05, 0.35266281]"
RACESURV15b_W43,socioeco,inferred,low,,5,"[0.00014825, 0.99977978, 7.193e-05]"
RACESURV15b_W43,socioeco,inferred,high,,5,"[4.53e-06, 0.99997156, 2.392e-05]"
RACESURV17_W43,socioeco,inferred,low,,5,"[0.99999726, 2.75e-06, 0.0, 0.0]"
RACESURV17_W43,socioeco,inferred,high,,5,"[0.99999983, 1.7e-07, 0.0, 0.0]"
RACESURV18b_W43,socioeco,inferred,low,,5,"[1e-08, 0.06710548, 0.92746768, 8.9e-07, 0.00542595]"
RACESURV18b_W43,socioeco,inferred,high,,5,"[0.0, 0.01716921, 0.98246488, 2.5e-07, 0.00036563]"
RACESURV18f_W43,socioeco,inferred,low,,5,"[3e-08, 0.99845229, 0.00013801, 4.3e-07, 0.00140921]"
RACESURV18f_W43,socioeco,inferred,high,,5,"[2e-08, 0.99905358, 0.00012491, 5.6e-07, 0.00082096]"
RACESURV19a_W43,socioeco,inferred,low,,5,"[1.0, 0.0, 0.0]"
RACESURV19a_W43,socioeco,inferred,high,,5,"[1.0, 0.0, 0.0]"
RACESURV19c_W43,socioeco,inferred,low,,5,"[1.0, 0.0, 0.0]"
RACESURV19c_W43,socioeco,inferred,high,,5,"[1.0, 0.0, 0.0]"
RACESURV19e_W43,socioeco,inferred,low,,5,"[1.0, 0.0, 0.0]"
RACESURV19e_W43,socioeco,inferred,high,,5,"[1.0, 0.0, 0.0]"
RACESURV1b_W43,socioeco,inferred,low,,5,"[0.00421072, 9.76e-06, 0.99577953]"
RACESURV1b_W43,socioeco,inferred,high,,5,"[0.03018543, 2.091e-05, 0.96979365]"
RACESURV21_W43,socioeco,inferred,low,,5,"[1.112e-05, 0.00077421, 0.34310701, 0.65610765]"
RACESURV21_W43,socioeco,inferred,high,,5,"[8.36e-06, 0.00069552, 0.11459808, 0.88469804]"
RACESURV27_W43,socioeco,inferred,low,,5,"[0.81868788, 0.18125959, 5.25e-05, 0.0]"
RACESURV27_W43,socioeco,inferred,high,,5,"[0.85980145, 0.14011195, 8.66e-05, 0.0]"
RACESURV28a_W43,socioeco,inferred,low,,5,"[0.92670573, 1.05e-06, 0.07329317]"
RACESURV28a_W43,socioeco,inferred,high,,5,"[0.9966741, 4.8e-07, 0.00332544]"
RACESURV28b_W43,socioeco,inferred,low,,5,"[0.99730254, 7e-08, 0.0026974]"
RACESURV28b_W43,socioeco,inferred,high,,5,"[0.99997041, 2e-08, 2.957e-05]"
RACESURV28c_W43,socioeco,inferred,low,,5,"[0.99999714, 1e-08, 2.86e-06]"
RACESURV28c_W43,socioeco,inferred,high,,5,"[0.99999812, 1e-08, 1.88e-06]"
RACESURV28d_W43,socioeco,inferred,low,,5,"[1.0, 0.0, 2e-08]"
RACESURV28d_W43,socioeco,inferred,high,,5,"[1.0, 0.0, 2e-08]"
RACESURV28e_W43,socioeco,inferred,low,,5,"[1.0, 0.0, 1e-08]"
RACESURV28e_W43,socioeco,inferred,high,,5,"[1.0, 0.0, 1e-08]"
RACESURV28f_W43,socioeco,inferred,low,,5,"[0.17231572, 5.7e-07, 0.82768369]"
RACESURV28f_W43,socioeco,inferred,high,,5,"[0.24509461, 9.7e-07, 0.75490441]"
RACESURV28g_W43,socioeco,inferred,low,,5,"[0.99999375, 1e-08, 6.24e-06]"
RACESURV28g_W43,socioeco,inferred,high,,5,"[0.99999659, 1e-08, 3.39e-06]"
RACESURV29d_W43,socioeco,inferred,low,,5,"[0.00134168, 0.41719608, 0.58140696, 5.528e-05]"
