qkey,attribute,channel,magnitude,regime,model_class,human_attribute,human_group,own_human_group,is_own_group,wasserstein
BETTERBIZ2F2C_W36,education,steered,12.0,Steered N=12,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,0.14764886109411257
BETTERBIZ2F2C_W36,education,steered,12.0,Steered N=12,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.205150020519101
BETTERBIZ2F2C_W36,education,steered,12.0,Steered N=12,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.2077639826200005
BETTERBIZ2F2C_W36,education,steered,14.0,Steered N=14,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,0.16318928836810712
BETTERBIZ2F2C_W36,education,steered,14.0,Steered N=14,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.22069044779309555
BETTERBIZ2F2C_W36,education,steered,14.0,Steered N=14,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.22330440989399505
BETTERBIZ2F2C_W36,education,steered,16.0,Steered N=16,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,0.16953351450356519
BETTERBIZ2F2C_W36,education,steered,16.0,Steered N=16,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.2270346739285536
BETTERBIZ2F2C_W36,education,steered,16.0,Steered N=16,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.22964863602945312
BETTERBIZ2F2C_W36,education,steered,18.0,Steered N=18,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,0.17153217703763163
BETTERBIZ2F2C_W36,education,steered,18.0,Steered N=18,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.22903333646262009
BETTERBIZ2F2C_W36,education,steered,18.0,Steered N=18,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.23164729856351957
BETTERBIZ2F2C_W36,education,steered,20.0,Steered N=20,college and more,EDUCATION,Less than high school,College graduate/some postgrad,False,0.1709107532778491
BETTERBIZ2F2C_W36,education,steered,20.0,Steered N=20,college and more,EDUCATION,High school graduate,College graduate/some postgrad,False,0.2284119127028375
BETTERBIZ2F2C_W36,education,steered,20.0,Steered N=20,college and more,EDUCATION,College graduate/some postgrad,College graduate/some postgrad,True,0.23102587480373704
BETTERBIZ2F2C_W36,socioeco,declared,,Declared,low,INCOME,"Less than $30,000","Less than $30,000",True,0.1372990593068757
BETTERBIZ2F2C_W36,socioeco,declared,,Declared,low,INCOME,"$100,000 or more","Less than $30,000",False,0.05333737430687571
BETTERBIZ2F2C_W36,socioeco,steered,0.0,Neutral (N=0),low,INCOME,"Less than $30,000","Less than $30,000",True,0.029213599991917222
BETTERBIZ2F2C_W36,socioeco,steered,0.0,Neutral (N=0),low,INCOME,"$100,000 or more","Less than $30,000",False,0.05474808500808275
BETTERBIZ2F2C_W36,socioeco,steered,2.0,Steered N=2,low,INCOME,"Less than $30,000","Less than $30,000",True,0.010560380000000008
BETTERBIZ2F2C_W36,socioeco,steered,2.0,Steered N=2,low,INCOME,"$100,000 or more","Less than $30,000",False,0.07340130499999997
BETTERBIZ2F2C_W36,socioeco,steered,4.0,Steered N=4,low,INCOME,"Less than $30,000","Less than $30,000",True,0.009310571899273062
BETTERBIZ2F2C_W36,socioeco,steered,4.0,Steered N=4,low,INCOME,"$100,000 or more","Less than $30,000",False,0.08996059211816726
BETTERBIZ2F2C_W36,socioeco,steered,6.0,Steered N=6,low,INCOME,"Less than $30,000","Less than $30,000",True,0.024299286775273696
BETTERBIZ2F2C_W36,socioeco,steered,6.0,Steered N=6,low,INCOME,"$100,000 or more","Less than $30,000",False,0.10826097177527366
BETTERBIZ2F2C_W36,socioeco,steered,8.0,Steered N=8,low,INCOME,"Less than $30,000","Less than $30,000",True,0.07493266993775889
BETTERBIZ2F2C_W36,socioeco,steered,8.0,Steered N=8,low,INCOME,"$100,000 or more","Less than $30,000",False,0.15889435493775886
BETTERBIZ2F2C_W36,socioeco,steered,10.0,Steered N=10,low,INCOME,"Less than $30,000","Less than $30,000",True,0.16401609992085875
BETTERBIZ2F2C_W36,socioeco,steered,10.0,Steered N=10,low,INCOME,"$100,000 or more","Less than $30,000",False,0.2479777849208587
BETTERBIZ2F2C_W36,socioeco,steered,12.0,Steered N=12,low,INCOME,"Less than $30,000","Less than $30,000",True,0.22926929604898283
BETTERBIZ2F2C_W36,socioeco,steered,12.0,Steered N=12,low,INCOME,"$100,000 or more","Less than $30,000",False,0.31323098104898284
BETTERBIZ2F2C_W36,socioeco,steered,14.0,Steered N=14,low,INCOME,"Less than $30,000","Less than $30,000",True,0.2557224128303306
BETTERBIZ2F2C_W36,socioeco,steered,14.0,Steered N=14,low,INCOME,"$100,000 or more","Less than $30,000",False,0.3396840978303306
BETTERBIZ2F2C_W36,socioeco,steered,16.0,Steered N=16,low,INCOME,"Less than $30,000","Less than $30,000",True,0.26484218247189834
BETTERBIZ2F2C_W36,socioeco,steered,16.0,Steered N=16,low,INCOME,"$100,000 or more","Less than $30,000",False,0.3488038674718983
BETTERBIZ2F2C_W36,socioeco,steered,18.0,Steered N=18,low,INCOME,"Less than $30,000","Less than $30,000",True,0.26702854988129404
BETTERBIZ2F2C_W36,socioeco,steered,18.0,Steered N=18,low,INCOME,"$100,000 or more","Less than $30,000",False,0.350990234881294
BETTERBIZ2F2C_W36,socioeco,steered,20.0,Steered N=20,low,INCOME,"Less than $30,000","Less than $30,000",True,0.26767174198135085
BETTERBIZ2F2C_W36,socioeco,steered,20.0,Steered N=20,low,INCOME,"$100,000 or more","Less than $30,000",False,0.3516334269813508
BETTERBIZ2F2C_W36,socioeco,declared,,Declared,high,INCOME,"Less than $30,000","$100,000 or more",False,0.03507506589359377
BETTERBIZ2F2C_W36,socioeco,declared,,Declared,high,INCOME,"$100,000 or more","$100,000 or more",True,0.0488866191064062
BETTERBIZ2F2C_W36,socioeco,steered,0.0,Neutral (N=0),high,INCOME,"Less than $30,000","$100,000 or more",False,0.029213599991917222
BETTERBIZ2F2C_W36,socioeco,steered,0.0,Neutral (N=0),high,INCOME,"$100,000 or more","$100,000 or more",True,0.05474808500808275
BETTERBIZ2F2C_W36,socioeco,steered,2.0,Steered N=2,high,INCOME,"Less than $30,000","$100,000 or more",False,0.06324664499999995
BETTERBIZ2F2C_W36,socioeco,steered,2.0,Steered N=2,high,INCOME,"$100,000 or more","$100,000 or more",True,0.030250579999999923
BETTERBIZ2F2C_W36,socioeco,steered,4.0,Steered N=4,high,INCOME,"Less than $30,000","$100,000 or more",False,0.0886987069683528
BETTERBIZ2F2C_W36,socioeco,steered,4.0,Steered N=4,high,INCOME,"$100,000 or more","$100,000 or more",True,0.053502021968352784
BETTERBIZ2F2C_W36,socioeco,steered,6.0,Steered N=6,high,INCOME,"Less than $30,000","$100,000 or more",False,0.0906411989506011
BETTERBIZ2F2C_W36,socioeco,steered,6.0,Steered N=6,high,INCOME,"$100,000 or more","$100,000 or more",True,0.05544451395060107
BETTERBIZ2F2C_W36,socioeco,steered,8.0,Steered N=8,high,INCOME,"Less than $30,000","$100,000 or more",False,0.06822703319665331
BETTERBIZ2F2C_W36,socioeco,steered,8.0,Steered N=8,high,INCOME,"$100,000 or more","$100,000 or more",True,0.08106963985620619
BETTERBIZ2F2C_W36,socioeco,steered,10.0,Steered N=10,high,INCOME,"Less than $30,000","$100,000 or more",False,0.0603213996455335
BETTERBIZ2F2C_W36,socioeco,steered,10.0,Steered N=10,high,INCOME,"$100,000 or more","$100,000 or more",True,0.14428308464553347
BETTERBIZ2F2C_W36,socioeco,steered,12.0,Steered N=12,high,INCOME,"Less than $30,000","$100,000 or more",False,0.12335361976544475
BETTERBIZ2F2C_W36,socioeco,steered,12.0,Steered N=12,high,INCOME,"$100,000 or more","$100,000 or more",True,0.2073153047654447
BETTERBIZ2F2C_W36,socioeco,steered,14.0,Steered N=14,high,INCOME,"Less than $30,000","$100,000 or more",False,0.16542720012147422
BETTERBIZ2F2C_W36,socioeco,steered,14.0,Steered N=14,high,INCOME,"$100,000 or more","$100,000 or more",True,0.2493888851214742
BETTERBIZ2F2C_W36,socioeco,steered,16.0,Steered N=16,high,INCOME,"Less than $30,000","$100,000 or more",False,0.1907334763731125
BETTERBIZ2F2C_W36,socioeco,steered,16.0,Steered N=16,high,INCOME,"$100,000 or more","$100,000 or more",True,0.27469516137311245
BETTERBIZ2F2C_W36,socioeco,steered,18.0,Steered N=18,high,INCOME,"Less than $30,000","$100,000 or more",False,0.20688314136515246
BETTERBIZ2F2C_W36,socioeco,steered,18.0,Steered N=18,high,INCOME,"$100,000 or more","$100,000 or more",True,0.29084482636515246
BETTERBIZ2F2C_W36,socioeco,steered,20.0,Steered N=20,high,INCOME,"Less than $30,000","$100,000 or more",False,0.21522524266982485
BETTERBIZ2F2C_W36,socioeco,steered,20.0,Steered N=20,high,INCOME,"$100,000 or more","$100,000 or more",True,0.2991423743567982
BETTERBIZ2F2E_W36,gender,declared,,Declared,male,SEX,Male,Male,True,0.04206770678895828
BETTERBIZ2F2E_W36,gender,declared,,Declared,male,SEX,Female,Male,False,0.11326939678895831
BETTERBIZ2F2E_W36,gender,steered,0.0,Neutral (N=0),male,SEX,Male,Male,True,0.02439621023655148
BETTERBIZ2F2E_W36,gender,steered,0.0,Neutral (N=0),male,SEX,Female,Male,False,0.09559790023655151
BETTERBIZ2F2E_W36,gender,steered,2.0,Steered N=2,male,SEX,Male,Male,True,0.07177878651078293
BETTERBIZ2F2E_W36,gender,steered,2.0,Steered N=2,male,SEX,Female,Male,False,0.07557958651078292
BETTERBIZ2F2E_W36,gender,steered,4.0,Steered N=4,male,SEX,Male,Male,True,0.10919758750350772
BETTERBIZ2F2E_W36,gender,steered,4.0,Steered N=4,male,SEX,Female,Male,False,0.11299838750350769
BETTERBIZ2F2E_W36,gender,steered,6.0,Steered N=6,male,SEX,Male,Male,True,0.14317555716372807
BETTERBIZ2F2E_W36,gender,steered,6.0,Steered N=6,male,SEX,Female,Male,False,0.14697635716372806
BETTERBIZ2F2E_W36,gender,steered,8.0,Steered N=8,male,SEX,Male,Male,True,0.15586563111048185
BETTERBIZ2F2E_W36,gender,steered,8.0,Steered N=8,male,SEX,Female,Male,False,0.15966643111048184
BETTERBIZ2F2E_W36,gender,steered,10.0,Steered N=10,male,SEX,Male,Male,True,0.16053957800991214
BETTERBIZ2F2E_W36,gender,steered,10.0,Steered N=10,male,SEX,Female,Male,False,0.22172911634016274
BETTERBIZ2F2E_W36,gender,steered,12.0,Steered N=12,male,SEX,Male,Male,True,0.19246993027876305
BETTERBIZ2F2E_W36,gender,steered,12.0,Steered N=12,male,SEX,Female,Male,False,0.2636716202787631
BETTERBIZ2F2E_W36,gender,steered,14.0,Steered N=14,male,SEX,Male,Male,True,0.20907485422308913
BETTERBIZ2F2E_W36,gender,steered,14.0,Steered N=14,male,SEX,Female,Male,False,0.2802765442230892
BETTERBIZ2F2E_W36,gender,steered,16.0,Steered N=16,male,SEX,Male,Male,True,0.21676631999999996
BETTERBIZ2F2E_W36,gender,steered,16.0,Steered N=16,male,SEX,Female,Male,False,0.28796801
BETTERBIZ2F2E_W36,gender,steered,18.0,Steered N=18,male,SEX,Male,Male,True,0.2224481267625213
BETTERBIZ2F2E_W36,gender,steered,18.0,Steered N=18,male,SEX,Female,Male,False,0.29364981676252133
BETTERBIZ2F2E_W36,gender,steered,20.0,Steered N=20,male,SEX,Male,Male,True,0.22753635155899238
BETTERBIZ2F2E_W36,gender,steered,20.0,Steered N=20,male,SEX,Female,Male,False,0.2987380415589924
BETTERBIZ2F2E_W36,gender,declared,,Declared,female,SEX,Male,Female,False,0.10052337779497833
BETTERBIZ2F2E_W36,gender,declared,,Declared,female,SEX,Female,Female,True,0.0968849043579562
BETTERBIZ2F2E_W36,gender,steered,0.0,Neutral (N=0),female,SEX,Male,Female,False,0.02439621023655148
BETTERBIZ2F2E_W36,gender,steered,0.0,Neutral (N=0),female,SEX,Female,Female,True,0.09559790023655151
BETTERBIZ2F2E_W36,gender,steered,2.0,Steered N=2,female,SEX,Male,Female,False,0.031338330148271705
BETTERBIZ2F2E_W36,gender,steered,2.0,Steered N=2,female,SEX,Female,Female,True,0.10254002014827174
BETTERBIZ2F2E_W36,gender,steered,4.0,Steered N=4,female,SEX,Male,Female,False,0.016900399996107644
BETTERBIZ2F2E_W36,gender,steered,4.0,Steered N=4,female,SEX,Female,Female,True,0.08810208999610766
BETTERBIZ2F2E_W36,gender,steered,6.0,Steered N=6,female,SEX,Male,Female,False,0.08155364833984136
BETTERBIZ2F2E_W36,gender,steered,6.0,Steered N=6,female,SEX,Female,Female,True,0.08535444833984135
BETTERBIZ2F2E_W36,gender,steered,8.0,Steered N=8,female,SEX,Male,Female,False,0.1850263534904401
BETTERBIZ2F2E_W36,gender,steered,8.0,Steered N=8,female,SEX,Female,Female,True,0.1888271534904401
BETTERBIZ2F2E_W36,gender,steered,10.0,Steered N=10,female,SEX,Male,Female,False,0.2536214631778069
BETTERBIZ2F2E_W36,gender,steered,10.0,Steered N=10,female,SEX,Female,Female,True,0.2574222631778069
BETTERBIZ2F2E_W36,gender,steered,12.0,Steered N=12,female,SEX,Male,Female,False,0.28559192426043567
BETTERBIZ2F2E_W36,gender,steered,12.0,Steered N=12,female,SEX,Female,Female,True,0.2893927242604356
BETTERBIZ2F2E_W36,gender,steered,14.0,Steered N=14,female,SEX,Male,Female,False,0.29947651939928166
BETTERBIZ2F2E_W36,gender,steered,14.0,Steered N=14,female,SEX,Female,Female,True,0.3032773193992816
BETTERBIZ2F2E_W36,gender,steered,16.0,Steered N=16,female,SEX,Male,Female,False,0.30555179000000005
BETTERBIZ2F2E_W36,gender,steered,16.0,Steered N=16,female,SEX,Female,Female,True,0.30935259
BETTERBIZ2F2E_W36,gender,steered,18.0,Steered N=18,female,SEX,Male,Female,False,0.30822499756616817
BETTERBIZ2F2E_W36,gender,steered,18.0,Steered N=18,female,SEX,Female,Female,True,0.3120257975661681
BETTERBIZ2F2E_W36,gender,steered,20.0,Steered N=20,female,SEX,Male,Female,False,0.3092111484898837
BETTERBIZ2F2E_W36,gender,steered,20.0,Steered N=20,female,SEX,Female,Female,True,0.3130119484898837
BETTERBIZ2F2E_W36,age,declared,,Declared,adult,AGE,30-49,30-49,True,0.05996010103650327
BETTERBIZ2F2E_W36,age,declared,,Declared,adult,AGE,65+,30-49,False,0.06743996223454013
BETTERBIZ2F2E_W36,age,steered,0.0,Neutral (N=0),adult,AGE,30-49,30-49,True,0.05488886023655149
BETTERBIZ2F2E_W36,age,steered,0.0,Neutral (N=0),adult,AGE,65+,30-49,False,0.042820040236551477
BETTERBIZ2F2E_W36,age,steered,2.0,Steered N=2,adult,AGE,30-49,30-49,True,0.051548214999999974
BETTERBIZ2F2E_W36,age,steered,2.0,Steered N=2,adult,AGE,65+,30-49,False,0.03947939499999996
BETTERBIZ2F2E_W36,age,steered,4.0,Steered N=4,adult,AGE,30-49,30-49,True,0.052662324773659445
BETTERBIZ2F2E_W36,age,steered,4.0,Steered N=4,adult,AGE,65+,30-49,False,0.04059350477365943
BETTERBIZ2F2E_W36,age,steered,6.0,Steered N=6,adult,AGE,30-49,30-49,True,0.06686700539726392
BETTERBIZ2F2E_W36,age,steered,6.0,Steered N=6,adult,AGE,65+,30-49,False,0.054798185397263915
BETTERBIZ2F2E_W36,age,steered,8.0,Steered N=8,adult,AGE,30-49,30-49,True,0.0914232558883889
BETTERBIZ2F2E_W36,age,steered,8.0,Steered N=8,adult,AGE,65+,30-49,False,0.07935443588838889
BETTERBIZ2F2E_W36,age,steered,10.0,Steered N=10,adult,AGE,30-49,30-49,True,0.11049883936504973
BETTERBIZ2F2E_W36,age,steered,10.0,Steered N=10,adult,AGE,65+,30-49,False,0.09843001936504972
BETTERBIZ2F2E_W36,age,steered,12.0,Steered N=12,adult,AGE,30-49,30-49,True,0.1162311263845463
BETTERBIZ2F2E_W36,age,steered,12.0,Steered N=12,adult,AGE,65+,30-49,False,0.1041623063845463
BETTERBIZ2F2E_W36,age,steered,14.0,Steered N=14,adult,AGE,30-49,30-49,True,0.10936623937637574
BETTERBIZ2F2E_W36,age,steered,14.0,Steered N=14,adult,AGE,65+,30-49,False,0.09729741937637573
BETTERBIZ2F2E_W36,age,steered,16.0,Steered N=16,adult,AGE,30-49,30-49,True,0.09689227800446121
BETTERBIZ2F2E_W36,age,steered,16.0,Steered N=16,adult,AGE,65+,30-49,False,0.0848234580044612
BETTERBIZ2F2E_W36,age,steered,18.0,Steered N=18,adult,AGE,30-49,30-49,True,0.08445044839050025
BETTERBIZ2F2E_W36,age,steered,18.0,Steered N=18,adult,AGE,65+,30-49,False,0.06797874400868734
BETTERBIZ2F2E_W36,age,steered,20.0,Steered N=20,adult,AGE,30-49,30-49,True,0.0926856114275911
BETTERBIZ2F2E_W36,age,steered,20.0,Steered N=20,adult,AGE,65+,30-49,False,0.06404361142759112
BETTERBIZ2F2E_W36,age,declared,,Declared,older_adult,AGE,30-49,65+,False,0.06352654384340861
BETTERBIZ2F2E_W36,age,declared,,Declared,older_adult,AGE,65+,65+,True,0.08659448045396104
BETTERBIZ2F2E_W36,age,steered,0.0,Neutral (N=0),older_adult,AGE,30-49,65+,False,0.05488886023655149
BETTERBIZ2F2E_W36,age,steered,0.0,Neutral (N=0),older_adult,AGE,65+,65+,True,0.042820040236551477
BETTERBIZ2F2E_W36,age,steered,2.0,Steered N=2,older_adult,AGE,30-49,65+,False,0.02836217130491469
BETTERBIZ2F2E_W36,age,steered,2.0,Steered N=2,older_adult,AGE,65+,65+,True,0.017719140275234843
BETTERBIZ2F2E_W36,age,steered,4.0,Steered N=4,older_adult,AGE,30-49,65+,False,0.014691770646240825
BETTERBIZ2F2E_W36,age,steered,4.0,Steered N=4,older_adult,AGE,65+,65+,True,0.02888686271242695
BETTERBIZ2F2E_W36,age,steered,6.0,Steered N=6,older_adult,AGE,30-49,65+,False,0.022341245676248178
BETTERBIZ2F2E_W36,age,steered,6.0,Steered N=6,older_adult,AGE,65+,65+,True,0.05098324567624816
BETTERBIZ2F2E_W36,age,steered,8.0,Steered N=8,older_adult,AGE,30-49,65+,False,0.037477059999999986
BETTERBIZ2F2E_W36,age,steered,8.0,Steered N=8,older_adult,AGE,65+,65+,True,0.06611905999999997
BETTERBIZ2F2E_W36,age,steered,10.0,Steered N=10,older_adult,AGE,30-49,65+,False,0.038404174152277856
BETTERBIZ2F2E_W36,age,steered,10.0,Steered N=10,older_adult,AGE,65+,65+,True,0.06704617415227784
BETTERBIZ2F2E_W36,age,steered,12.0,Steered N=12,older_adult,AGE,30-49,65+,False,0.03463916690183652
BETTERBIZ2F2E_W36,age,steered,12.0,Steered N=12,older_adult,AGE,65+,65+,True,0.0632811669018365
BETTERBIZ2F2E_W36,age,steered,14.0,Steered N=14,older_adult,AGE,30-49,65+,False,0.02733312539341374
BETTERBIZ2F2E_W36,age,steered,14.0,Steered N=14,older_adult,AGE,65+,65+,True,0.04423997740536467
BETTERBIZ2F2E_W36,age,steered,16.0,Steered N=16,older_adult,AGE,30-49,65+,False,0.061859225445662504
BETTERBIZ2F2E_W36,age,steered,16.0,Steered N=16,older_adult,AGE,65+,65+,True,0.04979040544566249
BETTERBIZ2F2E_W36,age,steered,18.0,Steered N=18,older_adult,AGE,30-49,65+,False,0.10773513864387965
BETTERBIZ2F2E_W36,age,steered,18.0,Steered N=18,older_adult,AGE,65+,65+,True,0.09566631864387964
BETTERBIZ2F2E_W36,age,steered,20.0,Steered N=20,older_adult,AGE,30-49,65+,False,0.15060837121627363
BETTERBIZ2F2E_W36,age,steered,20.0,Steered N=20,older_adult,AGE,65+,65+,True,0.13853955121627362
BETTERBIZ2F2E_W36,education,declared,,Declared,some schooling,EDUCATION,Less than high school,Less than high school,True,0.0629861189190224
BETTERBIZ2F2E_W36,education,declared,,Declared,some schooling,EDUCATION,High school graduate,Less than high school,False,0.04769336998654124
BETTERBIZ2F2E_W36,education,declared,,Declared,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.05435935498654122
BETTERBIZ2F2E_W36,education,steered,0.0,Neutral (N=0),some schooling,EDUCATION,Less than high school,Less than high school,True,0.06409560523655147
BETTERBIZ2F2E_W36,education,steered,0.0,Neutral (N=0),some schooling,EDUCATION,High school graduate,Less than high school,False,0.05692429523655151
BETTERBIZ2F2E_W36,education,steered,0.0,Neutral (N=0),some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.0635902802365515
BETTERBIZ2F2E_W36,education,steered,2.0,Steered N=2,some schooling,EDUCATION,Less than high school,Less than high school,True,0.07078043970860234
BETTERBIZ2F2E_W36,education,steered,2.0,Steered N=2,some schooling,EDUCATION,High school graduate,Less than high school,False,0.08873206548119356
BETTERBIZ2F2E_W36,education,steered,2.0,Steered N=2,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.08791431048119358
BETTERBIZ2F2E_W36,education,steered,4.0,Steered N=4,some schooling,EDUCATION,Less than high school,Less than high school,True,0.14760490500000004
BETTERBIZ2F2E_W36,education,steered,4.0,Steered N=4,some schooling,EDUCATION,High school graduate,Less than high school,False,0.181480525
BETTERBIZ2F2E_W36,education,steered,4.0,Steered N=4,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.18066277000000003
BETTERBIZ2F2E_W36,education,steered,6.0,Steered N=6,some schooling,EDUCATION,Less than high school,Less than high school,True,0.2073315485109204
BETTERBIZ2F2E_W36,education,steered,6.0,Steered N=6,some schooling,EDUCATION,High school graduate,Less than high school,False,0.24120716851092036
BETTERBIZ2F2E_W36,education,steered,6.0,Steered N=6,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.24038941351092039
BETTERBIZ2F2E_W36,education,steered,8.0,Steered N=8,some schooling,EDUCATION,Less than high school,Less than high school,True,0.22054902500000007
BETTERBIZ2F2E_W36,education,steered,8.0,Steered N=8,some schooling,EDUCATION,High school graduate,Less than high school,False,0.25442464500000006
BETTERBIZ2F2E_W36,education,steered,8.0,Steered N=8,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.25360689000000003
BETTERBIZ2F2E_W36,education,steered,10.0,Steered N=10,some schooling,EDUCATION,Less than high school,Less than high school,True,0.23494414906028027
BETTERBIZ2F2E_W36,education,steered,10.0,Steered N=10,some schooling,EDUCATION,High school graduate,Less than high school,False,0.26881976906028027
BETTERBIZ2F2E_W36,education,steered,10.0,Steered N=10,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.26800201406028024
BETTERBIZ2F2E_W36,education,steered,12.0,Steered N=12,some schooling,EDUCATION,Less than high school,Less than high school,True,0.25329680424380685
BETTERBIZ2F2E_W36,education,steered,12.0,Steered N=12,some schooling,EDUCATION,High school graduate,Less than high school,False,0.2871724242438068
BETTERBIZ2F2E_W36,education,steered,12.0,Steered N=12,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.2863546692438068
BETTERBIZ2F2E_W36,education,steered,14.0,Steered N=14,some schooling,EDUCATION,Less than high school,Less than high school,True,0.2686913993977528
BETTERBIZ2F2E_W36,education,steered,14.0,Steered N=14,some schooling,EDUCATION,High school graduate,Less than high school,False,0.30256701939775277
BETTERBIZ2F2E_W36,education,steered,14.0,Steered N=14,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.30174926439775274
BETTERBIZ2F2E_W36,education,steered,16.0,Steered N=16,some schooling,EDUCATION,Less than high school,Less than high school,True,0.2765427994762668
BETTERBIZ2F2E_W36,education,steered,16.0,Steered N=16,some schooling,EDUCATION,High school graduate,Less than high school,False,0.31041841947626675
BETTERBIZ2F2E_W36,education,steered,16.0,Steered N=16,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.3096006644762668
BETTERBIZ2F2E_W36,education,steered,18.0,Steered N=18,some schooling,EDUCATION,Less than high school,Less than high school,True,0.28021012646118
BETTERBIZ2F2E_W36,education,steered,18.0,Steered N=18,some schooling,EDUCATION,High school graduate,Less than high school,False,0.3140857464611799
BETTERBIZ2F2E_W36,education,steered,18.0,Steered N=18,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.31326799146118
BETTERBIZ2F2E_W36,education,steered,20.0,Steered N=20,some schooling,EDUCATION,Less than high school,Less than high school,True,0.281303391428382
BETTERBIZ2F2E_W36,education,steered,20.0,Steered N=20,some schooling,EDUCATION,High school graduate,Less than high school,False,0.315179011428382
BETTERBIZ2F2E_W36,education,steered,20.0,Steered N=20,some schooling,EDUCATION,College graduate/some postgrad,Less than high school,False,0.31436125642838203
BETTERBIZ2F2E_W36,education,declared,,Declared,high school,EDUCATION,Less than high school,High school graduate,False,0.10397512067108754
BETTERBIZ2F2E_W36,education,declared,,Declared,high school,EDUCATION,High school graduate,High school graduate,True,0.07009950067108758
BETTERBIZ2F2E_W36,education,declared,,Declared,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.07091725567108756
BETTERBIZ2F2E_W36,education,steered,0.0,Neutral (N=0),high school,EDUCATION,Less than high school,High school graduate,False,0.06409560523655147
BETTERBIZ2F2E_W36,education,steered,0.0,Neutral (N=0),high school,EDUCATION,High school graduate,High school graduate,True,0.05692429523655151
BETTERBIZ2F2E_W36,education,steered,0.0,Neutral (N=0),high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.0635902802365515
BETTERBIZ2F2E_W36,education,steered,2.0,Steered N=2,high school,EDUCATION,Less than high school,High school graduate,False,0.05345162497241074
BETTERBIZ2F2E_W36,education,steered,2.0,Steered N=2,high school,EDUCATION,High school graduate,High school graduate,True,0.04628031497241077
BETTERBIZ2F2E_W36,education,steered,2.0,Steered N=2,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.05294629997241076
BETTERBIZ2F2E_W36,education,steered,4.0,Steered N=4,high school,EDUCATION,Less than high school,High school graduate,False,0.04270725114870127
BETTERBIZ2F2E_W36,education,steered,4.0,Steered N=4,high school,EDUCATION,High school graduate,High school graduate,True,0.027737474360946895
BETTERBIZ2F2E_W36,education,steered,4.0,Steered N=4,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.03440345936094688
BETTERBIZ2F2E_W36,education,steered,6.0,Steered N=6,high school,EDUCATION,Less than high school,High school graduate,False,0.013871798729837279
BETTERBIZ2F2E_W36,education,steered,6.0,Steered N=6,high school,EDUCATION,High school graduate,High school graduate,True,0.03295256510482459
BETTERBIZ2F2E_W36,education,steered,6.0,Steered N=6,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.032134810104824614
BETTERBIZ2F2E_W36,education,steered,8.0,Steered N=8,high school,EDUCATION,Less than high school,High school graduate,False,0.07084668451583356
BETTERBIZ2F2E_W36,education,steered,8.0,Steered N=8,high school,EDUCATION,High school graduate,High school graduate,True,0.10472230451583353
BETTERBIZ2F2E_W36,education,steered,8.0,Steered N=8,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.10390454951583356
BETTERBIZ2F2E_W36,education,steered,10.0,Steered N=10,high school,EDUCATION,Less than high school,High school graduate,False,0.127511522985954
BETTERBIZ2F2E_W36,education,steered,10.0,Steered N=10,high school,EDUCATION,High school graduate,High school graduate,True,0.16138714298595397
BETTERBIZ2F2E_W36,education,steered,10.0,Steered N=10,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.160569387985954
BETTERBIZ2F2E_W36,education,steered,12.0,Steered N=12,high school,EDUCATION,Less than high school,High school graduate,False,0.18456167885053362
BETTERBIZ2F2E_W36,education,steered,12.0,Steered N=12,high school,EDUCATION,High school graduate,High school graduate,True,0.19737101503737814
BETTERBIZ2F2E_W36,education,steered,12.0,Steered N=12,high school,EDUCATION,College graduate/some postgrad,High school graduate,False,0.19655326003737816
