qkey,attribute,group_a,group_b,wasserstein,mean_pairwise_wasserstein,max_pairwise_wasserstein
RQ5_F1B_W42,age,30-49,65+,0.09007060341765283,0.09007060341765283,0.09007060341765283
RQ5_F1C_W42,age,30-49,65+,0.09945363000000003,0.09945363000000003,0.09945363000000003
S12_W29,age,30-49,65+,0.12843950999999998,0.12843950999999998,0.12843950999999998
S13_W29,age,30-49,65+,0.17461219857050908,0.17461219857050908,0.17461219857050908
SATLIFED_W32,age,30-49,65+,0.33440810939042026,0.33440810939042026,0.33440810939042026
SATLIFEc_W50,age,30-49,65+,0.475157059500355,0.475157059500355,0.475157059500355
SEENFEM_W29,age,30-49,65+,0.2081757000000001,0.2081757000000001,0.2081757000000001
SEENMASC_W29,age,30-49,65+,0.1649532427944567,0.1649532427944567,0.1649532427944567
SHOOTFREQ_W26,age,30-49,65+,0.31375595,0.31375595,0.31375595
SMARTAPP_W49,age,30-49,65+,0.40664329999999993,0.40664329999999993,0.40664329999999993
SMLIKESb_W45,age,30-49,65+,0.08914823089148238,0.08914823089148238,0.08914823089148238
SMLIKESf_W45,age,30-49,65+,0.06853598000000011,0.06853598000000011,0.06853598000000011
SOCIETY_GUNS_W92,age,30-49,65+,0.0959046017336295,0.0959046017336295,0.0959046017336295
SOCIETY_RELG_W92,age,30-49,65+,0.5486046885726087,0.5486046885726087,0.5486046885726087
SOCIETY_RHIST_W92,age,30-49,65+,0.2536231999999999,0.2536231999999999,0.2536231999999999
SOCIETY_SSM_W92,age,30-49,65+,0.6085375626939181,0.6085375626939181,0.6085375626939181
SOCIETY_TRANS_W92,age,30-49,65+,0.39973581399735836,0.39973581399735836,0.39973581399735836
SOCIETY_WHT_W92,age,30-49,65+,0.34891092369995624,0.34891092369995624,0.34891092369995624
SOCTRUST2_W32,age,30-49,65+,0.20518910999999995,0.20518910999999995,0.20518910999999995
SOLVPROBa_W41,age,30-49,65+,0.029544329704556893,0.029544329704556893,0.029544329704556893
SOLVPROBb_W41,age,30-49,65+,0.36236643999999996,0.36236643999999996,0.36236643999999996
SOLVPROBc_W41,age,30-49,65+,0.2607665800000003,0.2607665800000003,0.2607665800000003
SOLVPROBdF1_W41,age,30-49,65+,0.12826962322157962,0.12826962322157962,0.12826962322157962
SOLVPROBf_W41,age,30-49,65+,0.17356744999999987,0.17356744999999987,0.17356744999999987
SOLVPROBg_W41,age,30-49,65+,0.24370885000000012,0.24370885000000012,0.24370885000000012
SOLVPROBh_W41,age,30-49,65+,0.07788963000000018,0.07788963000000018,0.07788963000000018
TALK_CPS_W29,age,30-49,65+,0.60681749,0.60681749,0.60681749
TRACKCO1a_W49,age,30-49,65+,0.1398044699999998,0.1398044699999998,0.1398044699999998
TRACKCO1b_W49,age,30-49,65+,0.14257862142578626,0.14257862142578626,0.14257862142578626
TRACKGOV1a_W49,age,30-49,65+,0.5746763103402802,0.5746763103402802,0.5746763103402802
TRACKGOV1b_W49,age,30-49,65+,0.41090435,0.41090435,0.41090435
TRAITBIZMF2C_W36,age,30-49,65+,0.08872790000000003,0.08872790000000003,0.08872790000000003
TRAITBIZMF2D_W36,age,30-49,65+,0.04981396499999996,0.04981396499999996,0.04981396499999996
TRAITBIZMF2E_W36,age,30-49,65+,0.021793669138980676,0.021793669138980676,0.021793669138980676
TRAITBIZMF2G_W36,age,30-49,65+,0.05456913233018218,0.05456913233018218,0.05456913233018218
TRAITBIZWF2C_W36,age,30-49,65+,0.06288799999999989,0.06288799999999989,0.06288799999999989
TRAITBIZWF2D_W36,age,30-49,65+,0.09325764500000006,0.09325764500000006,0.09325764500000006
TRAITBIZWF2E_W36,age,30-49,65+,0.0717370870131466,0.0717370870131466,0.0717370870131466
TRAITBIZWF2G_W36,age,30-49,65+,0.02090792395663915,0.02090792395663915,0.02090792395663915
TRAITPOLMF1B_W36,age,30-49,65+,0.048944883286113655,0.048944883286113655,0.048944883286113655
TRAITPOLMF1C_W36,age,30-49,65+,0.051595514250555086,0.051595514250555086,0.051595514250555086
TRAITPOLMF1D_W36,age,30-49,65+,0.041638133283997014,0.041638133283997014,0.041638133283997014
TRAITPOLMF1E_W36,age,30-49,65+,0.06534579499999998,0.06534579499999998,0.06534579499999998
TRAITPOLMF1F_W36,age,30-49,65+,0.06728357500000001,0.06728357500000001,0.06728357500000001
TRAITPOLMF1G_W36,age,30-49,65+,0.017230214999999993,0.017230214999999993,0.017230214999999993
TRAITPOLWF1A_W36,age,30-49,65+,0.09128934218202756,0.09128934218202756,0.09128934218202756
TRAITPOLWF1C_W36,age,30-49,65+,0.04179575853960002,0.04179575853960002,0.04179575853960002
TRAITPOLWF1D_W36,age,30-49,65+,0.012210274999999993,0.012210274999999993,0.012210274999999993
TRAITPOLWF1E_W36,age,30-49,65+,0.08922103000000006,0.08922103000000006,0.08922103000000006
TRAITPOLWF1F_W36,age,30-49,65+,0.036069124999999994,0.036069124999999994,0.036069124999999994
TRAITPOLWF1G_W36,age,30-49,65+,0.03317004966829945,0.03317004966829945,0.03317004966829945
UNIMMIGCOMM_W92,age,30-49,65+,0.198932351886881,0.198932351886881,0.198932351886881
USEXCEPT_W92,age,30-49,65+,0.39661926000000003,0.39661926000000003,0.39661926000000003
USMILSIZ_W92,age,30-49,65+,0.4349073266387269,0.4349073266387269,0.4349073266387269
VALUERURAL_W32,age,30-49,65+,0.2912258000000001,0.2912258000000001,0.2912258000000001
WHADVANT_W32,age,30-49,65+,0.16368969999999997,0.16368969999999997,0.16368969999999997
WHADVANT_W92,age,30-49,65+,0.1531010703230663,0.1531010703230663,0.1531010703230663
WHYNOTBIZF2A_W36,age,30-49,65+,0.16425494999999996,0.16425494999999996,0.16425494999999996
WHYNOTBIZF2B_W36,age,30-49,65+,0.16199401295496318,0.16199401295496318,0.16199401295496318
WHYNOTBIZF2D_W36,age,30-49,65+,0.09404339999999996,0.09404339999999996,0.09404339999999996
WHYNOTBIZF2F_W36,age,30-49,65+,0.06112096,0.06112096,0.06112096
WHYNOTBIZF2G_W36,age,30-49,65+,0.25574254,0.25574254,0.25574254
WHYNOTBIZF2H_W36,age,30-49,65+,0.1281771164547737,0.1281771164547737,0.1281771164547737
WHYNOTBIZF2J_W36,age,30-49,65+,0.18579155518179774,0.18579155518179774,0.18579155518179774
WHYNOTBIZF2M_W36,age,30-49,65+,0.18369395022160756,0.18369395022160756,0.18369395022160756
WHYNOTBIZF2N_W36,age,30-49,65+,0.18184960000000003,0.18184960000000003,0.18184960000000003
WHYNOTBIZF2O_W36,age,30-49,65+,0.104544394577541,0.104544394577541,0.104544394577541
WHYNOTPOLF1A_W36,age,30-49,65+,0.09784938999999987,0.09784938999999987,0.09784938999999987
WHYNOTPOLF1B_W36,age,30-49,65+,0.1458666371412492,0.1458666371412492,0.1458666371412492
WHYNOTPOLF1C_W36,age,30-49,65+,0.12901693152856536,0.12901693152856536,0.12901693152856536
WHYNOTPOLF1E_W36,age,30-49,65+,0.16750029999999996,0.16750029999999996,0.16750029999999996
WHYNOTPOLF1G_W36,age,30-49,65+,0.05269272999999991,0.05269272999999991,0.05269272999999991
WHYNOTPOLF1I_W36,age,30-49,65+,0.17669219000000003,0.17669219000000003,0.17669219000000003
WHYNOTPOLF1J_W36,age,30-49,65+,0.10580359275980672,0.10580359275980672,0.10580359275980672
WHYNOTPOLF1K_W36,age,30-49,65+,0.02634674435257847,0.02634674435257847,0.02634674435257847
WHYNOTPOLF1L_W36,age,30-49,65+,0.08356611000000003,0.08356611000000003,0.08356611000000003
WILLMOVE_W32,age,30-49,65+,0.6775947390709572,0.6775947390709572,0.6775947390709572
WMNPRZ1_W36,age,30-49,65+,0.06227804241508078,0.06227804241508078,0.06227804241508078
WORRY2a_W54,age,30-49,65+,0.8019431719805692,0.8019431719805692,0.8019431719805692
WORRY2b_W54,age,30-49,65+,0.8433763100000001,0.8433763100000001,0.8433763100000001
WORRY2c_W54,age,30-49,65+,0.7081065200000001,0.7081065200000001,0.7081065200000001
WORRY2d_W54,age,30-49,65+,0.3452969265356731,0.3452969265356731,0.3452969265356731
WORRY2e_W54,age,30-49,65+,0.8801355399999998,0.8801355399999998,0.8801355399999998
WORRYBILL_W29,age,30-49,65+,0.5131929400000002,0.5131929400000002,0.5131929400000002
WORRYB_W26,age,30-49,65+,0.06891786,0.06891786,0.06891786
WORRYD_W26,age,30-49,65+,0.3997878,0.3997878,0.3997878
WORRYE_W26,age,30-49,65+,0.12294373999999998,0.12294373999999998,0.12294373999999998
WORRYF_W26,age,30-49,65+,0.2452557457540112,0.2452557457540112,0.2452557457540112
AUTOLKLY_W41,education,Less than high school,High school graduate,0.55314475,0.5062827866666666,0.7594241799999999
AUTOLKLY_W41,education,Less than high school,College graduate/some postgrad,0.7594241799999999,0.5062827866666666,0.7594241799999999
AUTOLKLY_W41,education,High school graduate,College graduate/some postgrad,0.20627942999999999,0.5062827866666666,0.7594241799999999
AUTOWKPLC_W41,education,Less than high school,High school graduate,0.03682336368075011,0.062445630899213504,0.08786864000000004
AUTOWKPLC_W41,education,Less than high school,College graduate/some postgrad,0.06264488901689036,0.062445630899213504,0.08786864000000004
AUTOWKPLC_W41,education,High school graduate,College graduate/some postgrad,0.08786864000000004,0.062445630899213504,0.08786864000000004
BENEFITGOV_W49,education,Less than high school,High school graduate,0.28408929,0.20075128,0.30112692
BENEFITGOV_W49,education,Less than high school,College graduate/some postgrad,0.30112692,0.20075128,0.30112692
BENEFITGOV_W49,education,High school graduate,College graduate/some postgrad,0.017037630000000033,0.20075128,0.30112692
BETTERBIZ1F2D_W36,education,Less than high school,High school graduate,0.08451259499999997,0.06834118999999998,0.08451259499999997
BETTERBIZ1F2D_W36,education,Less than high school,College graduate/some postgrad,0.03870460999999997,0.06834118999999998,0.08451259499999997
BETTERBIZ1F2D_W36,education,High school graduate,College graduate/some postgrad,0.08180636499999999,0.06834118999999998,0.08451259499999997
BETTERBIZ1F2E_W36,education,Less than high school,High school graduate,0.12107600499999996,0.10702457666666666,0.15248039
BETTERBIZ1F2E_W36,education,Less than high school,College graduate/some postgrad,0.15248039,0.10702457666666666,0.15248039
BETTERBIZ1F2E_W36,education,High school graduate,College graduate/some postgrad,0.04751733500000005,0.10702457666666666,0.15248039
BETTERBIZ1F2H_W36,education,Less than high school,High school graduate,0.10517341,0.0721079863819196,0.10517341
BETTERBIZ1F2H_W36,education,Less than high school,College graduate/some postgrad,0.09496874311419098,0.0721079863819196,0.10517341
BETTERBIZ1F2H_W36,education,High school graduate,College graduate/some postgrad,0.016181806031567825,0.0721079863819196,0.10517341
BETTERBIZ2F2C_W36,education,Less than high school,High school graduate,0.08612965913870343,0.06174777849620944,0.08612965913870343
BETTERBIZ2F2C_W36,education,Less than high school,College graduate/some postgrad,0.06011512152588794,0.06174777849620944,0.08612965913870343
BETTERBIZ2F2C_W36,education,High school graduate,College graduate/some postgrad,0.03899855482403694,0.06174777849620944,0.08612965913870343
BETTERBIZ2F2E_W36,education,Less than high school,High school graduate,0.03387561999999996,0.024533156666666642,0.03387561999999996
BETTERBIZ2F2E_W36,education,Less than high school,College graduate/some postgrad,0.033057864999999985,0.024533156666666642,0.03387561999999996
BETTERBIZ2F2E_W36,education,High school graduate,College graduate/some postgrad,0.006665984999999985,0.024533156666666642,0.03387561999999996
BETTERBIZ2F2F_W36,education,Less than high school,High school graduate,0.09676977000000006,0.07068148172938082,0.1020730876633677
BETTERBIZ2F2F_W36,education,Less than high school,College graduate/some postgrad,0.1020730876633677,0.07068148172938082,0.1020730876633677
BETTERBIZ2F2F_W36,education,High school graduate,College graduate/some postgrad,0.01320158752477471,0.07068148172938082,0.1020730876633677
BETTERPOL1F1B_W36,education,Less than high school,High school graduate,0.04850979500000001,0.10217627,0.153264405
BETTERPOL1F1B_W36,education,Less than high school,College graduate/some postgrad,0.153264405,0.10217627,0.153264405
BETTERPOL1F1B_W36,education,High school graduate,College graduate/some postgrad,0.10475461,0.10217627,0.153264405
BETTERPOL1F1E_W36,education,Less than high school,High school graduate,0.06371894499999997,0.054546483333333305,0.08181972499999995
BETTERPOL1F1E_W36,education,Less than high school,College graduate/some postgrad,0.08181972499999995,0.054546483333333305,0.08181972499999995
BETTERPOL1F1E_W36,education,High school graduate,College graduate/some postgrad,0.018100779999999983,0.054546483333333305,0.08181972499999995
BETTERPOL1F1I_W36,education,Less than high school,High school graduate,0.102646625,0.06843108333333334,0.102646625
BETTERPOL1F1I_W36,education,Less than high school,College graduate/some postgrad,0.07261829000000004,0.06843108333333334,0.102646625
BETTERPOL1F1I_W36,education,High school graduate,College graduate/some postgrad,0.03002833499999996,0.06843108333333334,0.102646625
BETTERPOL2F1A_W36,education,Less than high school,High school graduate,0.05346009999999994,0.09265076270208213,0.12943433905312318
BETTERPOL2F1A_W36,education,Less than high school,College graduate/some postgrad,0.12943433905312318,0.09265076270208213,0.12943433905312318
BETTERPOL2F1A_W36,education,High school graduate,College graduate/some postgrad,0.09505784905312324,0.09265076270208213,0.12943433905312318
BETTERPOL2F1C_W36,education,Less than high school,High school graduate,0.11172809898643174,0.1064145821379505,0.11172809898643174
BETTERPOL2F1C_W36,education,Less than high school,College graduate/some postgrad,0.1010928124274198,0.1064145821379505,0.11172809898643174
BETTERPOL2F1C_W36,education,High school graduate,College graduate/some postgrad,0.10642283499999997,0.1064145821379505,0.11172809898643174
BETTERPOL2F1D_W36,education,Less than high school,High school graduate,0.05249122947508769,0.11267024887329756,0.16900537330994633
BETTERPOL2F1D_W36,education,Less than high school,College graduate/some postgrad,0.16900537330994633,0.11267024887329756,0.16900537330994633
BETTERPOL2F1D_W36,education,High school graduate,College graduate/some postgrad,0.11651414383485864,0.11267024887329756,0.16900537330994633
BETTERPOL2F1F_W36,education,Less than high school,High school graduate,0.057545190000000024,0.12023205999999999,0.18034809
BETTERPOL2F1F_W36,education,Less than high school,College graduate/some postgrad,0.18034809,0.12023205999999999,0.18034809
BETTERPOL2F1F_W36,education,High school graduate,College graduate/some postgrad,0.12280289999999996,0.12023205999999999,0.18034809
BILLION_W92,education,Less than high school,High school graduate,0.010709127007673278,0.020592874671782214,0.030889312007673322
BILLION_W92,education,Less than high school,College graduate/some postgrad,0.020180185000000045,0.020592874671782214,0.030889312007673322
BILLION_W92,education,High school graduate,College graduate/some postgrad,0.030889312007673322,0.020592874671782214,0.030889312007673322
BOYSF1B_W29,education,Less than high school,High school graduate,0.04486296500000001,0.05827431000000002,0.08741146500000002
BOYSF1B_W29,education,Less than high school,College graduate/some postgrad,0.08741146500000002,0.05827431000000002,0.08741146500000002
BOYSF1B_W29,education,High school graduate,College graduate/some postgrad,0.04254850000000002,0.05827431000000002,0.08741146500000002
CANDEXP_W92,education,Less than high school,High school graduate,0.17252569999999995,0.18430546518932292,0.2764581977839844
CANDEXP_W92,education,Less than high school,College graduate/some postgrad,0.2764581977839844,0.18430546518932292,0.2764581977839844
CANDEXP_W92,education,High school graduate,College graduate/some postgrad,0.10393249778398442,0.18430546518932292,0.2764581977839844
CARRYGUN_W26,education,Less than high school,High school graduate,0.6396200900000002,0.4451580066666668,0.6628523200000002
CARRYGUN_W26,education,Less than high school,College graduate/some postgrad,0.6628523200000002,0.4451580066666668,0.6628523200000002
CARRYGUN_W26,education,High school graduate,College graduate/some postgrad,0.03300161,0.4451580066666668,0.6628523200000002
CLASS_W32,education,Less than high school,High school graduate,0.17389245330518704,0.42657864240088017,0.6398679636013203
CLASS_W32,education,Less than high school,College graduate/some postgrad,0.6398679636013203,0.42657864240088017,0.6398679636013203
CLASS_W32,education,High school graduate,College graduate/some postgrad,0.46597551029613327,0.42657864240088017,0.6398679636013203
COHABDUR_W50,education,Less than high school,High school graduate,0.16894627288154707,0.6187162666444962,0.8452789715472109
COHABDUR_W50,education,Less than high school,College graduate/some postgrad,0.8419235555047309,0.6187162666444962,0.8452789715472109
COHABDUR_W50,education,High school graduate,College graduate/some postgrad,0.8452789715472109,0.6187162666444962,0.8452789715472109
COMMIMPA_W32,education,Less than high school,High school graduate,0.08100352769099237,0.37656494113935485,0.5470917099999999
COMMIMPA_W32,education,Less than high school,College graduate/some postgrad,0.5470917099999999,0.37656494113935485,0.5470917099999999
COMMIMPA_W32,education,High school graduate,College graduate/some postgrad,0.5015995857270723,0.37656494113935485,0.5470917099999999
COMMIMPB_W32,education,Less than high school,High school graduate,0.08514027999999996,0.07561087162812401,0.10328961346414156
COMMIMPB_W32,education,Less than high school,College graduate/some postgrad,0.10328961346414156,0.07561087162812401,0.10328961346414156
COMMIMPB_W32,education,High school graduate,College graduate/some postgrad,0.03840272142023049,0.07561087162812401,0.10328961346414156
COMMIMPC_W32,education,Less than high school,High school graduate,0.08118494134353807,0.17237325448016105,0.2188461740018095
COMMIMPC_W32,education,Less than high school,College graduate/some postgrad,0.2188461740018095,0.17237325448016105,0.2188461740018095
COMMIMPC_W32,education,High school graduate,College graduate/some postgrad,0.21708864809513564,0.17237325448016105,0.2188461740018095
COMMIMPF_W32,education,Less than high school,High school graduate,0.09456940000000003,0.2067521667601602,0.3030414507726799
COMMIMPF_W32,education,Less than high school,College graduate/some postgrad,0.3030414507726799,0.2067521667601602,0.3030414507726799
COMMIMPF_W32,education,High school graduate,College graduate/some postgrad,0.2226456495078007,0.2067521667601602,0.3030414507726799
COMMIMPG_W32,education,Less than high school,High school graduate,0.08008101999999998,0.06864935333333338,0.08089519000000014
COMMIMPG_W32,education,Less than high school,College graduate/some postgrad,0.044971850000000035,0.06864935333333338,0.08089519000000014
COMMIMPG_W32,education,High school graduate,College graduate/some postgrad,0.08089519000000014,0.06864935333333338,0.08089519000000014
COMMIMPH_W32,education,Less than high school,High school graduate,0.1286171756708669,0.18013401303958707,0.22015154344789412
COMMIMPH_W32,education,Less than high school,College graduate/some postgrad,0.22015154344789412,0.18013401303958707,0.22015154344789412
COMMIMPH_W32,education,High school graduate,College graduate/some postgrad,0.19163332000000016,0.18013401303958707,0.22015154344789412
COMMYRS_W32,education,Less than high school,High school graduate,0.21909627999999984,0.20914731242948334,0.30140271629479964
COMMYRS_W32,education,Less than high school,College graduate/some postgrad,0.10694294099365054,0.20914731242948334,0.30140271629479964
COMMYRS_W32,education,High school graduate,College graduate/some postgrad,0.30140271629479964,0.20914731242948334,0.30140271629479964
CONCERNCO_W49,education,Less than high school,High school graduate,0.2495137915424291,0.20641929436161954,0.3096289415424293
CONCERNCO_W49,education,Less than high school,College graduate/some postgrad,0.3096289415424293,0.20641929436161954,0.3096289415424293
CONCERNCO_W49,education,High school graduate,College graduate/some postgrad,0.06011515000000023,0.20641929436161954,0.3096289415424293
CONCERNGRPa_W49,education,Less than high school,High school graduate,0.048121950000000024,0.09127884811384268,0.126517332170764
CONCERNGRPa_W49,education,Less than high school,College graduate/some postgrad,0.126517332170764,0.09127884811384268,0.126517332170764
CONCERNGRPa_W49,education,High school graduate,College graduate/some postgrad,0.09919726217076402,0.09127884811384268,0.126517332170764
CONCERNGRPc_W49,education,Less than high school,High school graduate,0.1018859900000001,0.07971360666666674,0.1018859900000001
CONCERNGRPc_W49,education,Less than high school,College graduate/some postgrad,0.09743797000000008,0.07971360666666674,0.1018859900000001
CONCERNGRPc_W49,education,High school graduate,College graduate/some postgrad,0.03981686000000004,0.07971360666666674,0.1018859900000001
CONFb_W42,education,Less than high school,High school graduate,0.18777168999999994,0.12812631999999993,0.18777168999999994
CONFb_W42,education,Less than high school,College graduate/some postgrad,0.15847634999999988,0.12812631999999993,0.18777168999999994
CONFb_W42,education,High school graduate,College graduate/some postgrad,0.03813092000000001,0.12812631999999993,0.18777168999999994
CONFc_W42,education,Less than high school,High school graduate,0.07862111999999999,0.10358949999999996,0.13686978
CONFc_W42,education,Less than high school,College graduate/some postgrad,0.0952775999999999,0.10358949999999996,0.13686978
CONFc_W42,education,High school graduate,College graduate/some postgrad,0.13686978,0.10358949999999996,0.13686978
CONFe_W42,education,Less than high school,High school graduate,0.08313986916860125,0.06125026892998044,0.08313986916860125
CONFe_W42,education,Less than high school,College graduate/some postgrad,0.057082563603506775,0.06125026892998044,0.08313986916860125
CONFe_W42,education,High school graduate,College graduate/some postgrad,0.0435283740178333,0.06125026892998044,0.08313986916860125
CONFg_W42,education,Less than high school,High school graduate,0.11493442000000022,0.1294495933333335,0.18669332000000027
CONFg_W42,education,Less than high school,College graduate/some postgrad,0.18669332000000027,0.1294495933333335,0.18669332000000027
CONFg_W42,education,High school graduate,College graduate/some postgrad,0.08672104000000003,0.1294495933333335,0.18669332000000027
CONTROLCO_W49,education,Less than high school,High school graduate,0.19698183,0.14205294666666662,0.19698183
CONTROLCO_W49,education,Less than high school,College graduate/some postgrad,0.18085826999999993,0.14205294666666662,0.19698183
CONTROLCO_W49,education,High school graduate,College graduate/some postgrad,0.04831873999999999,0.14205294666666662,0.19698183
CONTROLGRPc_W49,education,Less than high school,High school graduate,0.032089750320897434,0.10653231161104042,0.15979846741656062
CONTROLGRPc_W49,education,Less than high school,College graduate/some postgrad,0.15979846741656062,0.10653231161104042,0.15979846741656062
CONTROLGRPc_W49,education,High school graduate,College graduate/some postgrad,0.12770871709566317,0.10653231161104042,0.15979846741656062
DATAUSEd_W49,education,Less than high school,High school graduate,0.050648969999999904,0.08068047999999998,0.12102071999999997
DATAUSEd_W49,education,Less than high school,College graduate/some postgrad,0.12102071999999997,0.08068047999999998,0.12102071999999997
DATAUSEd_W49,education,High school graduate,College graduate/some postgrad,0.07037175000000007,0.08068047999999998,0.12102071999999997
DNA2b_W50,education,Less than high school,High school graduate,0.23121108999999995,0.15414072666666664,0.23121108999999995
DNA2b_W50,education,Less than high school,College graduate/some postgrad,0.13581558999999993,0.15414072666666664,0.23121108999999995
DNA2b_W50,education,High school graduate,College graduate/some postgrad,0.09539550000000002,0.15414072666666664,0.23121108999999995
DNA5_W50,education,Less than high school,High school graduate,0.20315528000000002,0.13543685333333333,0.20315528000000002
DNA5_W50,education,Less than high school,College graduate/some postgrad,0.19568384,0.13543685333333333,0.20315528000000002
DNA5_W50,education,High school graduate,College graduate/some postgrad,0.007471440000000024,0.13543685333333333,0.20315528000000002
E5MOD_W50,education,Less than high school,High school graduate,0.1060489999999999,0.18252967999999992,0.2737945199999999
E5MOD_W50,education,Less than high school,College graduate/some postgrad,0.2737945199999999,0.18252967999999992,0.2737945199999999
E5MOD_W50,education,High school graduate,College graduate/some postgrad,0.16774551999999998,0.18252967999999992,0.2737945199999999
E5_W36,education,Less than high school,High school graduate,0.026691141023615472,0.1654713706797466,0.24687276999999996
E5_W36,education,Less than high school,College graduate/some postgrad,0.22285020101562436,0.1654713706797466,0.24687276999999996
E5_W36,education,High school graduate,College graduate/some postgrad,0.24687276999999996,0.1654713706797466,0.24687276999999996
EAT1_W34,education,Less than high school,High school graduate,0.08942234089422295,0.2726543529192622,0.4055345280094688
EAT1_W34,education,Less than high school,College graduate/some postgrad,0.32300618985409485,0.2726543529192622,0.4055345280094688
EAT1_W34,education,High school graduate,College graduate/some postgrad,0.4055345280094688,0.2726543529192622,0.4055345280094688
EAT2_W34,education,Less than high school,High school graduate,0.11408832472691108,0.33735717650339453,0.5013491244403309
EAT2_W34,education,Less than high school,College graduate/some postgrad,0.5013491244403309,0.33735717650339453,0.5013491244403309
EAT2_W34,education,High school graduate,College graduate/some postgrad,0.39663408034294173,0.33735717650339453,0.5013491244403309
EAT5B_W34,education,Less than high school,High school graduate,0.09852470428206966,0.15945856917863008,0.2355248632538204
EAT5B_W34,education,Less than high school,College graduate/some postgrad,0.2355248632538204,0.15945856917863008,0.2355248632538204
EAT5B_W34,education,High school graduate,College graduate/some postgrad,0.14432614000000007,0.15945856917863008,0.2355248632538204
EAT5C_W34,education,Less than high school,High school graduate,0.13050650999999994,0.16092779999999998,0.24139169999999996
EAT5C_W34,education,Less than high school,College graduate/some postgrad,0.24139169999999996,0.16092779999999998,0.24139169999999996
EAT5C_W34,education,High school graduate,College graduate/some postgrad,0.11088519000000002,0.16092779999999998,0.24139169999999996
EAT5D_W34,education,Less than high school,High school graduate,0.05499471443077125,0.11672536666666646,0.1750880499999997
EAT5D_W34,education,Less than high school,College graduate/some postgrad,0.1750880499999997,0.11672536666666646,0.1750880499999997
EAT5D_W34,education,High school graduate,College graduate/some postgrad,0.12009333556922844,0.11672536666666646,0.1750880499999997
ECIMPg_W54,education,Less than high school,High school graduate,0.019242174999999972,0.018820926666666644,0.027587594999999965
ECIMPg_W54,education,Less than high school,College graduate/some postgrad,0.027587594999999965,0.018820926666666644,0.027587594999999965
ECIMPg_W54,education,High school graduate,College graduate/some postgrad,0.009633009999999997,0.018820926666666644,0.027587594999999965
ECON1_W54,education,Less than high school,High school graduate,0.20634446043984084,0.21207512878741794,0.3181126931811269
ECON1_W54,education,Less than high school,College graduate/some postgrad,0.3181126931811269,0.21207512878741794,0.3181126931811269
ECON1_W54,education,High school graduate,College graduate/some postgrad,0.11176823274128608,0.21207512878741794,0.3181126931811269
ECON3_d_W54,education,Less than high school,High school graduate,0.2662978003689848,0.19365649074119481,0.2662978003689848
ECON3_d_W54,education,Less than high school,College graduate/some postgrad,0.24678143000000025,0.19365649074119481,0.2662978003689848
ECON3_d_W54,education,High school graduate,College graduate/some postgrad,0.06789024185459935,0.19365649074119481,0.2662978003689848
ECON4_a_W54,education,Less than high school,High school graduate,0.1566406509996187,0.15938955942290045,0.23478707765212947
ECON4_a_W54,education,Less than high school,College graduate/some postgrad,0.23478707765212947,0.15938955942290045,0.23478707765212947
ECON4_a_W54,education,High school graduate,College graduate/some postgrad,0.08674094961695317,0.15938955942290045,0.23478707765212947
ECON4_b_W54,education,Less than high school,High school graduate,0.06676815852276213,0.1452087874991486,0.1947673950184403
ECON4_b_W54,education,Less than high school,College graduate/some postgrad,0.17409080895624338,0.1452087874991486,0.1947673950184403
ECON4_b_W54,education,High school graduate,College graduate/some postgrad,0.1947673950184403,0.1452087874991486,0.1947673950184403
ECON4_e_W54,education,Less than high school,High school graduate,0.29967368653043763,0.2014583710370509,0.29967368653043763
ECON4_e_W54,education,Less than high school,College graduate/some postgrad,0.1286602712866028,0.2014583710370509,0.29967368653043763
ECON4_e_W54,education,High school graduate,College graduate/some postgrad,0.17604115529411224,0.2014583710370509,0.29967368653043763
ECON4_f_W54,education,Less than high school,High school graduate,0.21238490999999998,0.3846276866666667,0.57694153
ECON4_f_W54,education,Less than high school,College graduate/some postgrad,0.57694153,0.3846276866666667,0.57694153
ECON4_f_W54,education,High school graduate,College graduate/some postgrad,0.3645566200000001,0.3846276866666667,0.57694153
ECON4_g_W54,education,Less than high school,High school graduate,0.2311219747791596,0.39913899333333314,0.5987084899999997
ECON4_g_W54,education,Less than high school,College graduate/some postgrad,0.5987084899999997,0.39913899333333314,0.5987084899999997
ECON4_g_W54,education,High school graduate,College graduate/some postgrad,0.3675865152208401,0.39913899333333314,0.5987084899999997
ECON5_b_W54,education,Less than high school,High school graduate,0.11023159000000005,0.22325217047195686,0.33284800570793527
ECON5_b_W54,education,Less than high school,College graduate/some postgrad,0.33284800570793527,0.22325217047195686,0.33284800570793527
ECON5_b_W54,education,High school graduate,College graduate/some postgrad,0.22667691570793524,0.22325217047195686,0.33284800570793527
ECON5_c_W54,education,Less than high school,High school graduate,0.09803032816334847,0.13400496609947155,0.17383392173833906
ECON5_c_W54,education,Less than high school,College graduate/some postgrad,0.17383392173833906,0.13400496609947155,0.17383392173833906
ECON5_c_W54,education,High school graduate,College graduate/some postgrad,0.13015064839672705,0.13400496609947155,0.17383392173833906
ECON5_d_W54,education,Less than high school,High school graduate,0.22437326749927,0.15269278499951333,0.22437326749927
ECON5_d_W54,education,Less than high school,College graduate/some postgrad,0.17731400749927004,0.15269278499951333,0.22437326749927
ECON5_d_W54,education,High school graduate,College graduate/some postgrad,0.056391079999999955,0.15269278499951333,0.22437326749927
